İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Ada,Parsel,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17879122,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,26.000TL,Manisa - Şehzadeler - Kuşlubahçe Mahallesi,https://www.emlakjet.com/ilan/manisa-kuslu-bahcede-kiralik31-17879122,,,,,,,,,,,,,,,
17859220,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,16-20,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Akhisar - Reşat Bey Mahallesi,https://www.emlakjet.com/ilan/ozel-medigun-yakini-1-kat-21-kiralik-daire-17859220,,,,,,,,,,,,,,,
17862174,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,16.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/zeki-emlak-tan-muradiye-de-site-icinde-kiralik-11-sifir-daire-17862174,,,,,,,,,,,,,,,
17863613,13 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,16-20,Çatı Katı,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Akhisar - Ulu Camii Mahallesi,https://www.emlakjet.com/ilan/manisa-akhisa-ulucami-mah-gazi-ilkogretim-cumartesi-paz-yakin-kiralik-31daire-15-000tl-17863613,İkinci El,Betonarme,,,,,,,,,,,,,
17867322,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Alaşehir - İstasyon Mahallesi,https://www.emlakjet.com/ilan/ecz-gayrimenkul-den-kiralik-21-kapali-mutfak-daire-istasyon-mh-17867322,,,,,,,,,,,,,,,
17848830,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,4,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,40.000TL,Manisa - Yunusemre - Uncubozköy Mahallesi,https://www.emlakjet.com/ilan/uncubozkoy-mah-31-yuksek-zemin-17848830,,,,,,,,,,,,,,,
17848816,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Şehzadeler - Alaybey Mahallesi,https://www.emlakjet.com/ilan/vega-dan-alaybey-de-21-kiralik-daire-17848816,,,,,,,,,,,,,,,
17860069,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,Stüdyo,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Manisa - Yunusemre - Merkez Efendi Mahallesi,https://www.emlakjet.com/ilan/rookz-plus-gayrimenkul-den-cakra-parki-karsisi-esyali-21-daire-17860069,,,,,,,,,,,,,,,
17862614,13 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,74 m²,80 m²,2+0,0 (Yeni),3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,Manisa - Akhisar - Atatürk Mahallesi,https://www.emlakjet.com/ilan/manisa-akhisar-ataturk-mahallesi-prestij-caddesi-kiralik-daire-17862614,Sıfır,,,1609,221,Var,1,Açık Balkon,1,,,,,,
17859655,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,4.Kat,4,Sobalı,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,10.000TL,Manisa - Salihli - Sağlık Mahallesi,https://www.emlakjet.com/ilan/salihli-berkay-emlaktan-saglik-mah-kiralik-31-sobali-daire-17859655,,,,,,,,,,,,,,,
17847023,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,62 m²,75 m²,2+1,4,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,21.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/omur-emlaktan-manisa-yunusemre-muradiye-de-kiralik-esyali-daire-17847023,,,,,,,,,,,,,,,
17859095,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,105 m²,120 m²,3+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,23.000TL,Manisa - Turgutlu - Ergenekon Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-17859095,Sıfır,Betonarme,,,,Var,1,Açık Balkon,2,,,,,,
17848814,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,80 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Manisa - Yunusemre - Merkez Efendi Mahallesi,https://www.emlakjet.com/ilan/merkez-efendi-mah-21-arakat-17848814,,,,,,,,,,,,,,,
17857121,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,2,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,40.000TL,Manisa - Yunusemre - 75. Yıl Mahallesi,https://www.emlakjet.com/ilan/manisa-yunusemre-75-yil-mh-kiralik-3-1-daire-17857121,,,,,,,,,,,,,,,
17861456,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,4,5.Kat,5,Kombi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,21.500TL,Manisa - Salihli - Aksoy Mahallesi,https://www.emlakjet.com/ilan/salihli-aksoy-da-kiralik-2-1-daire-17861456,İkinci El,Betonarme,,2372,19,Var,2,"Açık Balkon, Fransız Balkon",1,21500 TL,Hayır,,,,
17856401,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,4,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Manisa - Akhisar - Efendi Mahallesi,https://www.emlakjet.com/ilan/b-s-den-efendide-ayri-mutfak-esyali-kiralik-11-daire-17856401,,,,,,,,,,,,,,,
17848864,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,6.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Manisa - Şehzadeler - Peker Mahallesi,https://www.emlakjet.com/ilan/vega-dan-peker-de-kiralik-asansorlu-31-full-ozellikli-daire-17848864,,,,,,,,,,,,,,,
17854781,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,105 m²,110 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.000TL,Manisa - Turgutlu - Özyurt Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-ozyurt-mahallesinde-110m2-ara-kat-daire-17854781,,,,,,,,,,,,,,,
17848846,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,2+0,0 (Yeni),9.Kat,10,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Manisa - Yunusemre - Uncubozköy Mahallesi,https://www.emlakjet.com/ilan/uncubozkoy-noran-officiumda-kiralik-20-17848846,,,,,,,,,,,,,,,
17848865,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,60 m²,68 m²,1+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.500TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/vega-dan-muradiyede-bos-11-60-m2-net-kiralik-daire-17848865,,,,,,,,,,,,,,,
17857114,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,7.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Manisa - Şehzadeler - 2. Anafartalar Mahallesi,https://www.emlakjet.com/ilan/manisa-sehzadeler-2-anafartalar-mh-31-kiralik-17857114,,,,,,,,,,,,,,,
17864197,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,4,4.Kat,6,Merkezi (Pay Ölçer),Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,26.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/emlak-center-muradiye-villalar-bolgesinde-esyali-11-daire-17864197,,,,125,7,,,,,,,,,,
17854659,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/baraka-gayrimenkul-den-muradiyede-okulun-karsisinda-11-kiralik-17854659,,,,,,,,,,,,,,,
17856410,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Manisa - Akhisar - Ragıp Bey Mahallesi,https://www.emlakjet.com/ilan/b-s-den-ragipbey-mahallesi-16-sokakta-kiralik-21-daire-17856410,,,,,,,,,,,,,,,
17856469,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Manisa - Şehzadeler - Peker Mahallesi,https://www.emlakjet.com/ilan/peker-mah-de-kiralik-31-dogalgazli-kiralik-daire-17856469,,,,,,,,,,,,,,,
17860078,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,16-20,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,35.000TL,Manisa - Yunusemre - Ayni Ali Mahallesi,https://www.emlakjet.com/ilan/ticaret-lisesi-yakini-genis-31-kiralik-daire-17860078,,,,,,,,,,,,,,,
17856403,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,24.000TL,Manisa - Akhisar - Ragıp Bey Mahallesi,https://www.emlakjet.com/ilan/bahadir-simsirli-den-sevgi-yolunda-esyali-kiralik-31-daire-17856403,,,,,,,,,,,,,,,
17865533,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,71 m²,82 m²,2+1,0 (Yeni),Yüksek Giriş,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Saruhanlı - Atatürk Mahallesi,https://www.emlakjet.com/ilan/ataturk-mahallesinde-kiralik-21-kapali-mutfak-daire-17865533,,,,,,,,,,,,,,,
17857941,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,4,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Manisa - Turgutlu - İstiklal Mahallesi,https://www.emlakjet.com/ilan/manisa-turgutlu-istiklal-m-kiralik-21-dogalgazli-daire-17857941,,,,,,,,,,,,,,,
17848811,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,1,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,Manisa - Yunusemre - Hafsa Sultan Mahallesi,https://www.emlakjet.com/ilan/veda-dan-hafsa-sultan-mah-sifir-21-kiralik-daire-17848811,,,,,,,,,,,,,,,
17854983,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,57 m²,67 m²,1+1,4,7.Kat,17,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,21.000TL,Manisa - Turgutlu - Selvilitepe Mahallesi,https://www.emlakjet.com/ilan/turgutlu-lifecity-sifir-esyali-kiralik-11-daire-17854983,,,,,,,,,,,,,,,
17832536,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,19.970TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/muradiye-site-icinde-otoparkli-yuzme-havuzlu-full-esyali-daire-17832536,,,,,,,,,,,,,,,
17838743,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,52 m²,62 m²,1+1,11-15,Yüksek Giriş,11,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Manisa - Yunusemre - Güzelyurt Mahallesi,https://www.emlakjet.com/ilan/guzelyurt-ta-genis-bahceli-11-17838743,,,,,,,,,,,,,,,
17837572,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Manisa - Yunusemre - Akmescit Mahallesi,https://www.emlakjet.com/ilan/akmescit-mah-caddeye-yakin-140-m2-2-kat-d-17837572,,,,,,,,,,,,,,,
17837578,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,95 m²,100 m²,2+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Manisa - Yunusemre - Güzelyurt Mahallesi,https://www.emlakjet.com/ilan/royal-isik-ofisten-guzelyurtta-kiralik-21-17837578,,,,,,,,,,,,,,,
17832535,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,26.880TL,Manisa - Şehzadeler - İbrahimçelebi Mahallesi,https://www.emlakjet.com/ilan/ibrahim-celebi-mh-31-120m2-full-esyali-dogalgazli-asansorlu-17832535,,,,,,,,,,,,,,,
17832540,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.000TL,Manisa - Yunusemre - Ayni Ali Mahallesi,https://www.emlakjet.com/ilan/ayniali-mh-21-85m2-full-esyali-dogalgazli-arakat-daire-17832540,,,,,,,,,,,,,,,
17843037,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,20.500TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/rw-fly-dan-villalar-bolgesinde-11-tam-esyali-kiralik-dairemiz-17843037,,,,,,,,,,,,,,,
17845496,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,4,3.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,17.500TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/zeki-emlak-tan-muradiye-de-kiralik-esyali-11-ara-kat-daire-17845496,,,,,6021,,,,,,,,,,
17838760,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,60 m²,75 m²,1+1,4,Bahçe Katı,2,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,22.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/villalar-bolgesinde-kendine-ait-bahceli-havuzlu-otoparkli-esyali-17838760,,,,,,,,,,,,,,,
17835988,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,1+1,1,2.Kat,4,Klimalı,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,19.000TL,Manisa - Soma - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/merkezde-kiralik-daire-17835988,,,,,,,,,,,,,,,
17838751,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,65 m²,88 m²,1+1,4,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/villalae-bolgesinde-aile-sitesinde-havuz-basi-11-esyali-kiralik-17838751,,,,,,,,,,,,,,,
17840383,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,50 m²,52 m²,1+1,2,2.Kat,4,Klimalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Manisa - Salihli - Namık Kemal Mahallesi,https://www.emlakjet.com/ilan/namik-kemalde-esyali-kiralik-11-daire-17840383,,,,,,,,,,,,,,,
17843035,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,115 m²,135 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,36.000TL,Manisa - Şehzadeler - Yarhasanlar Mahallesi,https://www.emlakjet.com/ilan/rw-fly-dan-yarhasanlar-da-kiralik-31-yeni-nesil-dairemiz-17843035,,,,,,,,,,,,,,,
17832645,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,110 m²,125 m²,3+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Alaşehir - Fatih Mahallesi,https://www.emlakjet.com/ilan/fatih-mah-31-american-mutfak-dogal-gazli-daire-17832645,,,,,,,,,,,,,,,
17844909,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/sm-gayrimenkul-den-kiralik-11-yerden-isitmali-luks-daire-17844909,,,,,,,,,,,,,,,
17843628,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,11-15,2.Kat,2,Kat Kaloriferi,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Manisa - Sarıgöl - Konak Mahallesi,https://www.emlakjet.com/ilan/sarigol-merkezi-konumda-full-esyali-21-daire-detay-aciklamada-17843628,,,,,,,,,,,,,,,
17837536,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,120 m²,145 m²,3+1,16-20,2.Kat,4,Jeotermal,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Manisa - Soma - Atatürk Mahallesi,https://www.emlakjet.com/ilan/ataturk-mah-soforler-cemiyeti-civ-31-arakat-daire-17837536,,,,,,,,,,,,,,,
17833695,12 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,16.000TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/bilginoglu-emlak-tan-muradiye-kiralik-21-kapali-mutfak-zemin-17833695,,,,,,,,,,,,,,,
17841603,12 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,3,Sobalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,10.000TL,Manisa - Yunusemre - Fatih Mahallesi,https://www.emlakjet.com/ilan/manisa-fatih-mahallesi-nde-kiralik-21-esyali-standart-daire-17841603,,,,,,,,,,,,,,,
17833696,12 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,21.000TL,Manisa - Yunusemre - Merkez Efendi Mahallesi,https://www.emlakjet.com/ilan/bilginoglu-emlak-tan-merkez-efendi-mahallesinde-31-acik-mutfa-17833696,,,,,,,,,,,,,,,
17841606,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,3.Kat,5,Sobalı,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Manisa - Şehzadeler - Dilşikar Mahallesi,https://www.emlakjet.com/ilan/manisa-alaybey-mahallesi-nde-kiralik-31-arakat-standart-daire-17841606,,,,,,,,,,,,,,,
17837542,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,160 m²,3+1,1,1.Kat,5,Isıtma Yok,Mülk Sahibi Oturuyor,Boş,Müstakil Tapulu,Hayır,Yok,2,Genel Fiyat,20.000TL,Manisa - Soma - Turgutalp Mahallesi,https://www.emlakjet.com/ilan/manisa-soma-turgutalp-erdenler-benzinlik-karsisi-3-kat-daire-17837542,,,,172,9,,,,,,,,,,
17842741,12 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,200 m²,220 m²,3+1,0 (Yeni),5.Kat,5,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,35.000TL,Manisa - Şehzadeler - Utku Mahallesi,https://www.emlakjet.com/ilan/manisa-sehzadeler-utku-mah-arka-cati-dublex-31-220m2-35-000tl-17842741,Sıfır,Betonarme,250 TL,331,42,Var,2,"Açık Balkon, Kapalı Balkon",2,,Evet,6 m²,6 m²,22 m²,4 m²
17832537,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,105 m²,115 m²,3+1,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Manisa - Yunusemre - Kaynak Mahallesi,https://www.emlakjet.com/ilan/kaynak-mahallesinde-kiralik-31-arakat-daire-17832537,,,,,,,,,,,,,,,
17832544,11 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,55 m²,70 m²,1+1,5-10,8.Kat,11,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,19.570TL,Manisa - Yunusemre - Güzelyurt Mahallesi,https://www.emlakjet.com/ilan/guzelyurtta-site-icinde-otoparkli-11-70m2-arakat-daire-17832544,,,,,,,,,,,,,,,
17838741,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,4,3.Kat,11,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,55.000TL,Manisa - Yunusemre - Hafsa Sultan Mahallesi,https://www.emlakjet.com/ilan/yeni-saglam-genis-dairemiz-kiraliktir-17838741,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com/ilan/manisa-capacarik-civari-kiralik-21-havuzlu-esyali-bahceli-daire-17841600,,,,,,,,,,,,,,,
17840993,12 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,4,Isıtma Yok,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.000TL,Manisa - Şehzadeler - Yarhasanlar Mahallesi,https://www.emlakjet.com/ilan/kw-den-carsi-merkezde-kiralik-21-daire-17840993,,,,1414,16,,,,,16000 TL,,,,,
17844211,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,205 m²,220 m²,4+1,5-10,7.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,66.250TL,Manisa - Yunusemre - Güzelyurt Mahallesi,https://www.emlakjet.com/ilan/ozgun-gm-den-guzelyurtta-havuzlu-sitede-kiralik-41-arakat-daire-17844211,,,,,,,,,,,,,,,
17847020,12 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,19.750TL,Manisa - Yunusemre - Muradiye Mahallesi,https://www.emlakjet.com/ilan/omur-emlak-tan-21-k-mutfak-mevki-konumda-kiralik-daire-17847020,,,,,,,,,,,,,,,
17824120,11 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,1.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,18.500TL,Manisa - Alaşehir - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/manisa-alasehir-alper-gayrimenkulden-kurtulus-mah-90-m2-kapali-mutfak-21-17824120,,,,1174,15,,,,,,,,,,
