İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Ada,Parsel,Depozito,Aidat
17868387,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,0 (Yeni),2.Kat,7,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,18.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/61-gayrimenkul-baylan-plus-sitesi-kiralik-21-arakat-daireler-17868387,,,,,,,,,,,,,,,
17871278,14 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,50 m²,70 m²,2+1,0 (Yeni),5.Kat,5,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/gorukle-full-esyali-a-plus-kiralik-21-daire-17871278,,,,,,,,,,,,,,,
17869032,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,35.000TL,Bursa - Gemlik - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mahallesinde-merkezi-konumda-temiz-kiralik-31-daire-17869032,,,,,,,,,,,,,,,
17870801,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,95 m²,105 m²,2+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Bursa - Gemlik - Kayhan Mahallesi,https://www.emlakjet.com/ilan/ugur-gayrimenkul-den-balikpazarinda-esyali-21-bakimli-daire-17870801,,,,,,,,,,,,,,,
17870854,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Bursa - Osmangazi - Demirtaş Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/cumhuriyet-mahallesinde-21-arakat-kiralik-17870854,,,,Var,1,Açık Balkon,4 m²,,2,,,773,9,20000 TL,0 TL
17869710,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/kokkaya-dan-kiralik-esyali-21-daire-17869710,,,,,,,,,,,,,,,
17872216,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/macit-den-cadde-uzeri-genis-ve-esyali-arakat-kiralik-daireler-17872216,,,,,,,,,,,,,,,
17870952,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Bursa - Mudanya - Mütareke Mahallesi,https://www.emlakjet.com/ilan/mudanya-halitpasa-mah-de-kiralik-daire-stadyum-karsisi-merkezde-21-bakimli-3-kat-17870952,İkinci El,Betonarme,,,,,,,,,,,,,10 TL
17871755,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,0 (Yeni),3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,3,Genel Fiyat,35.500TL,Bursa - Osmangazi - Hüdavendigar Mahallesi,https://www.emlakjet.com/ilan/doburca-da-31-asansorlu-sifir-luks-arakat-35-500tl-17871755,,,,,,,,,,,,,,,
17870785,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,5-10,7.Kat,8,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,30.000TL,Bursa - Nilüfer - 23 Nisan Mahallesi,https://www.emlakjet.com/ilan/bursa-23-nisan-mah-site-ici-kiralik-21-daire-17870785,,,,,,,,,,,,7965,2,,
17870678,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,20.000TL,Bursa - İnegöl - Akhisar Mahallesi,https://www.emlakjet.com/ilan/inegol-akisar-welt-yapi-balat-sitesinde-kiralik-luks-daire-17870678,,,,,,,,,,,,,,,
17873163,14 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,,Kat İrtifakı,Hayır,,2,Genel Fiyat,19.000TL,Bursa - Nilüfer - Akçalar Mahallesi,https://www.emlakjet.com/ilan/bt-prestige-den-31-dukkan-ustu-daire-17873163,,,,,,,,,,,,5285,5,,
17872638,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,107 m²,135 m²,2+1,3,6.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.000TL,Bursa - Nilüfer - Balkan Mahallesi,https://www.emlakjet.com/ilan/rw-erten-den-balkan-mah-de-havuzlu-site-icinde-kiralik-21-daire-17872638,,,,,,,,,,,,,,,
17869706,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,16-20,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/kokkaya-dan-gorukle-merkezde-esyali-21-genis-daire-17869706,,,,,,,,,,,,,,,
17868367,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,105 m²,125 m²,3+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Bursa - Gürsu - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/altin-tapu-dan-31-kiralik-aciklamayi-okuyalim-17868367,,,,,,,,,,,,,,,
17868027,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,128 m²,154 m²,3.5+1,5-10,13.Kat,15,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,37.500TL,Bursa - Osmangazi - Panayır Mahallesi,https://www.emlakjet.com/ilan/profasor-dan-kiralik-3-51-daire-17868027,,,,,,,,,,,,,,,
17867279,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,101 m²,119 m²,2+1,0 (Yeni),2.Kat,10,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,20.000TL,Bursa - Nilüfer - Kızılcıklı Mahallesi,https://www.emlakjet.com/ilan/dialog-yildizdan-kizilcikli-nilufer-house-2-de-kiralik-21-daire-17867279,,,,,,,,,,,,,,,
17863447,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,45 m²,65 m²,2+1,21 Ve Üzeri,Bodrum Kat,4,Doğalgaz Sobalı,Boş,,Yabancıdan,Hayır,,1,Genel Fiyat,10.000TL,Bursa - Nilüfer - İhsaniye Mahallesi,https://www.emlakjet.com/ilan/bekar-erkek-icin-uygun-21-kiralik-daire-17863447,,,,,,,,,,,,,,,
17868041,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,157 m²,189 m²,3.5+1,5-10,4.Kat,15,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,42.000TL,Bursa - Osmangazi - Panayır Mahallesi,https://www.emlakjet.com/ilan/profasor-dan-kiralik-3-51-alpis-aden-house-17868041,,,,,,,,,,,,,,,
17872647,14 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,16-20,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.750TL,Bursa - Osmangazi - Demirtaş Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/demirtas-cumhuriyet-mah-de-31-masrafsiz-kiralik-daire-17872647,,,,,,,,,,,,,,,
17869120,14 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,0 (Yeni),1.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.500TL,Bursa - Osmangazi - Çırpan Mahallesi,https://www.emlakjet.com/ilan/kent-meydanina-yakin-sifir-full-esyali-daire-17869120,,,,,,,,,,,,,,,
17863585,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,27.500TL,Bursa - İznik - Selçuk Mahallesi,https://www.emlakjet.com/ilan/iznik-merkez-selcuk-mahallesinde-21-full-esyali-kiralik-daire-17863585,,,,,,,,,,,,,,,
17866563,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,164 m²,200 m²,3+1,21 Ve Üzeri,1.Kat,5,Kat Kaloriferi,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,37.500TL,Bursa - Osmangazi - Çekirge Mahallesi,https://www.emlakjet.com/ilan/cekirge-caddesinde-emsalsiz-kiralik-dubleks-17866563,,,,,,,,,,,,,,,
17869713,14 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/kokkaya-dan-gorukle-merkezde-11-esyali-kiralik-daire-17869713,,,,,,,,,,,,,,,
17855061,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,16.000TL,Bursa - Gemlik - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/gemlik-cumhuriyet-mahallesi-manastir-31-kiralik-daire-17855061,,,,,,,,,,,,,,,
17856269,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,4+1,5-10,7.Kat,7,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,3,Genel Fiyat,41.000TL,Bursa - Yıldırım - Millet Mahallesi,https://www.emlakjet.com/ilan/demirbas-gayrimenkulden-kiralik-41-dublex-daire-17856269,,,,,,,,,,,,,,,
17860409,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,5+1,11-15,Çatı Dubleks,4,Kombi Doğalgaz,Boş,,Yabancıdan,Hayır,,2,Genel Fiyat,25.000TL,Bursa - Gemlik - Balıkpazarı Mahallesi,https://www.emlakjet.com/ilan/balikpazarinda-51-dublex-kiralik-daire-17860409,,,,,,,,,,,,,,,
17860324,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Bursa - Osmangazi - Demirtaş Sakarya Mahallesi,https://www.emlakjet.com/ilan/demirtasta-kiralik-21-ara-kat-ferah-daire-d-o-s-t-emlak-17860324,,,,,,,,,,,,,,,
17856895,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.000TL,Bursa - Osmangazi - Elmasbahçeler Mahallesi,https://www.emlakjet.com/ilan/morina-gayrimenkul-den-elmasbahcelerde-kiralik-21-daire-17856895,,,,,,,,,,,,2187,6,,
17853798,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,70 m²,100 m²,2+1,21 Ve Üzeri,7.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Bursa - Mudanya - Halitpaşa Mahallesi,https://www.emlakjet.com/ilan/kr-tac-mudanya-halitpasa-da-kiralik-cati-kati-daire-17853798,,,,,,,,,,,,,,,
17858585,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,1.Kat,9,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,2,Genel Fiyat,18.000TL,Bursa - Yıldırım - Bağlaraltı Mahallesi,https://www.emlakjet.com/ilan/morina-gayrimenkul-den-baglaraltinda-kiralik-31-daire-17858585,,,,,,,,,,,,4142,63,,
17855756,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/gorukle-nin-kalbinde-ayri-mutfakli-sifir-esyali-kiralik-daire-17855756,,,,,,,,,,,,,,,
17856276,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Doğalgaz Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,11.000TL,Bursa - Osmangazi - Soğanlı Mahallesi,https://www.emlakjet.com/ilan/demirbas-gayrimenkulden-soganlida-kiralik-21-daire-17856276,,,,,,,,,,,,,,,
17857381,13 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,Bursa - Nilüfer - Yolçatı Mahallesi,https://www.emlakjet.com/ilan/yolcati-gayrimenkulden-kiralik-daireler-17857381,,,,,,,,,,,,,,,
17859480,13 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,135 m²,160 m²,3.5+1,0 (Yeni),Düz Giriş (Zemin),7,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,23.500TL,Bursa - Nilüfer - Hasanağa Mahallesi,https://www.emlakjet.com/ilan/hasanaga-sosyal-donatili-site-ici-3-51-kiralik-daire-17859480,,,,,,,,,,,,,,,
17862027,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,132 m²,163 m²,3+1,16-20,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.500TL,Bursa - Nilüfer - İhsaniye Mahallesi,https://www.emlakjet.com/ilan/new-wit-ihsaniye-mah-kanuni-cad-yani-luks-esyali-31-yeni-daire-17862027,,,,,,,,,,,,,,,
17862681,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,23.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/nilufer-dumlupinar-mah-anafartalar-cd-21-kiralik-daire-17862681,,,,,,,,,,,,,,,
17859233,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,125 m²,145 m²,2+1,21 Ve Üzeri,3.Kat,4,Doğalgaz Sobalı,Boş,,Arsa Tapulu,Hayır,,1,Genel Fiyat,16.000TL,Bursa - Osmangazi - Veysel Karani Mahallesi,https://www.emlakjet.com/ilan/osmangazi-veysel-karani-de-genis-ve-ferah-21-kiralik-daire-17859233,,,,,,,,,,,,3123,21,16000 TL,
17855062,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.750TL,Bursa - Gemlik - Dr. Ziya Kaya Mahallesi,https://www.emlakjet.com/ilan/gemlik-dr-ziya-kaya-mah-merkezi-konumda-kiralik-21-daire-17855062,,,,,,,,,,,,,,,
17861074,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,22.000TL,Bursa - Nilüfer - Kızılcıklı Mahallesi,https://www.emlakjet.com/ilan/lookhause-bursa-nilufer-kizilcikli-31-kiralik-daire-17861074,İkinci El,Betonarme,10 m²,Var,2,Açık Balkon,20 m²,25 m²,2,3 m²,Hayır,159,3,23000 TL,1200 TL
17861984,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,20.000TL,Bursa - Yıldırım - Karaağaç Mahallesi,https://www.emlakjet.com/ilan/bursa-yildirim-setbasi-ipekcilik-caddesinde-21-80-m2-kombili-1-kat-daire-kiralik-17861984,,,,,,,,,,,,657,7,20000 TL,
17857428,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.000TL,Bursa - Nilüfer - Fethiye Mahallesi,https://www.emlakjet.com/ilan/no-16-dan-fethiye-merkezde-kiralik-21-daire-17857428,,,,,,,,,,,,,,,
17859496,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,5-10,1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/gorukle-sakaryada-koza-yani-full-esyali-kiralik-21-daire-17859496,,,,,,,,,,,,,,,
17863284,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,35 m²,50 m²,1+1,0 (Yeni),2.Kat,5,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - İnegöl - Akhisar Mahallesi,https://www.emlakjet.com/ilan/tig-den-atrium-sitesinde-kiralik-son-16-daire-17863284,,,,,,,,,,,,,,,
17857301,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2.5+1,21 Ve Üzeri,Kot 1 (-1).Kat,3,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Yıldırım - Umurbey Mahallesi,https://www.emlakjet.com/ilan/umurbeyde-kiralik-21-daire-17857301,,,,,,,,,,,,,,,
17856274,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,11-15,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Bursa - Yıldırım - Değirmenönü Mahallesi,https://www.emlakjet.com/ilan/demirbas-gayrimenkulden-kiralik-3-1-daire-17856274,,,,,,,,,,,,,,,
17862140,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,4,5.Kat,7,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Bursa - Nilüfer - Dumlupınar Mahallesi,https://www.emlakjet.com/ilan/ozhan-emlaktan-vizyon-sitesinde-arakat-esyali-kiralik-21-daire-17862140,,,,,,,,,,,,,,,
17857290,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,110 m²,115 m²,2+1,11-15,Yüksek Giriş,2,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,22.500TL,Bursa - İnegöl - Süleymaniye Mahallesi,https://www.emlakjet.com/ilan/cevre-yolunda-hastaneye-5-dk-yurume-esyali-kiralik-21-daire-17857290,,,,,,,,,,,,,,,
17860440,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,4,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/mct-den-gorukle-de-genis-m2-21-kiralik-daire-17860440,,,,,,,,,,,,5255,9,,
17862142,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,13.500TL,Bursa - Nilüfer - Görükle Mahallesi,https://www.emlakjet.com/ilan/ozhan-emlaktan-tam-merkezde-arakat-esyali-kiralik-21-daire-17862142,,,,,,,,,,,,,,,
17862033,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,132 m²,172 m²,3+1,0 (Yeni),3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,28.000TL,Bursa - Nilüfer - 30 Ağustos Zafer Mahallesi,https://www.emlakjet.com/ilan/new-wit-kayapa-camlikta-onu-acik-3-cepheli-sifir-ev-17862033,,,,,,,,,,,,,,,
17862032,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,145 m²,175 m²,4+1,16-20,5.Kat,5,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,32.500TL,Bursa - Mudanya - Ömerbey Mahallesi,https://www.emlakjet.com/ilan/new-wit-mudanya-girisinde-deniz-manzarali-carsida-temiz-dubleks-17862032,,,,,,,,,,,,,,,
17856259,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Bursa - Yıldırım - Esenevler Mahallesi,https://www.emlakjet.com/ilan/demirbas-gayrimenkulden-esen-evlerde-kiralik-31-daire-17856259,,,,,,,,,,,,,,,
17856678,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,15.000TL,Bursa - Gemlik - Halitpaşa Mahallesi,https://www.emlakjet.com/ilan/fatih-ten-halitpasa-mah-21-80m2-dubleks-daire-17856678,,,,,,,,,,,,,,,
17851191,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,21 Ve Üzeri,Kot 3 (-3).Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Bursa - Nilüfer - Balkan Mahallesi,https://www.emlakjet.com/ilan/dialog-sun-gocmen-konutlarinda-2-1-ici-yapili-kiralik-daire-17851191,,,,,,,,,,,,,,,
17852470,13 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Bursa - Yıldırım - Karaağaç Mahallesi,https://www.emlakjet.com/ilan/baker-den-yildirim-karaagac-mah-11-genis-kiralik-daire-17852470,,,,,,,,,,,,,,,
17852171,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),1.Kat,4,Yerden Isıtma,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,12.000TL,Bursa - İnegöl - Akhisar Mahallesi,https://www.emlakjet.com/ilan/akhisarda-kiralik-11-sifir-daire-17852171,,,,,,,,,,,,,,,
17850553,12 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Bursa - Osmangazi - Selimiye Mahallesi,https://www.emlakjet.com/ilan/intizam-mh-31-onu-acik-kombili-kiralik-daire-17850553,,,,,,,,,,,,,,,
17853624,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,16-20,Bodrum Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.500TL,Bursa - Nilüfer - Fethiye Mahallesi,https://www.emlakjet.com/ilan/fethiyede-2-1-kiralik-dire-17853624,,,,,,,,,,,,,,,
17852900,13 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,1,6.Kat,9,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,27.500TL,Bursa - Yıldırım - Değirmenönü Mahallesi,https://www.emlakjet.com/ilan/iva-dan-metro-duragina-cephe-21-kiralik-akilli-sistem-daire-17852900,,,,,,,,,,,,,,,
17852518,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,Bahçe Katı,4,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,19.500TL,Bursa - Nilüfer - Beşevler Mahallesi,https://www.emlakjet.com/ilan/bursa-nilufer-besevler-mah-bahceli-kiralik-31-daire-17852518,,,,,,,,,,,,,,,
