İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Ada,Parsel,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
14959780,04 Nisan 2024,23 Temmuz 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,11-15,1.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,,1,Birim Fiyat,20.000TL,Rize - Rize Merkez - İslampaşa Mahallesi,https://www.emlakjet.com/ilan/islampasa-da-temiz-kiralik-daire-14959780,İkinci El,,,,932,9,Var,2,1,,,,,,
17052303,20 Mart 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,Yok,1,Birim Fiyat,14.000TL,Rize - Rize Merkez - Çarşı Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-17052303,,Betonarme,100 TL,14000 TL,22,49,Var,2,2,,Açık Balkon,3 m²,2 m²,4 m²,
17018665,15 Mart 2025,05 Ağustos 2025,Konut,Kiralık,Daire,68 m²,75 m²,2+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Rize - Rize Merkez - Çarşı Mahallesi,https://www.emlakjet.com/ilan/carsi-mah-merkeze-yurume-11-21-sifir-kiralik-daireler-17018665,,,,,,,,,,,,,,,
16976079,08 Mart 2025,03 Haziran 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,0 (Yeni),1.Kat,14,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.000TL,Rize - Pazar - Hamidiye Köyü (Hamidiye Mücavir Mahallesi),https://www.emlakjet.com/ilan/dayi-gayrimenkulden-hastane-karsisi-11-kiralik-daire-16976079,,,,,,,,,,,,,,,
17093755,31 Mart 2025,29 Mayıs 2025,Konut,Kiralık,Daire,115 m²,125 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Rize - Rize Merkez - Eminettin Mahallesi,https://www.emlakjet.com/ilan/elegant-life-dan-sehir-merkezinde-masrafsiz-21-kiralik-daire-17093755,,,,,,,,,,,,,,,
17927605,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,20.000TL,Sakarya - Karasu - Aziziye Mahallesi,https://www.emlakjet.com/ilan/aziziye-mah-universite-karsisi-17927605,,,200 TL,20000 TL,852,3,Var,1,,Evet,Açık Balkon,,,,
17930693,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Sakarya - Serdivan - Arabacıalanı Mahallesi,https://www.emlakjet.com/ilan/basdekor-gayrimenkul-aileye-kiralik-31-daire-17930693,,,,,,,,,,,,,,,
17926702,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,5-10,Kot 1 (-1).Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Sakarya - Erenler - Dilmen Mahallesi,https://www.emlakjet.com/ilan/erenler-dilmen-mahallede-belediye-yakini-21-kiralik-17926702,,,,,,11752,,,,,,,,,
17930619,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Doğalgaz Sobalı,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Sakarya - Erenler - Küpçüler Mahallesi,https://www.emlakjet.com/ilan/kupculer-denetimli-serbestlik-karsisi-zemin-kat-kiralik-daire-17930619,,,,,,,,,,,,,,,
17946249,24 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Evet,,1,Genel Fiyat,17.000TL,Sakarya - Karasu - Aziziye Mahallesi,https://www.emlakjet.com/ilan/havuzlu-sitede-esyali-kiralik-daire-17946249,,,,,742,3,,,,,,,,,
17927462,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,48 m²,1+1,0 (Yeni),Düz Giriş (Zemin),3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Sakarya - Akyazı - Yeni Mahallesi,https://www.emlakjet.com/ilan/universite-karsisi-kiralik-daire-17927462,,,150 TL,13000 TL,59,347,Var,,,,,,,,
17944955,24 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,11-15,Kot 2 (-2).Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,26.000TL,Sakarya - Adapazarı - Tekeler Mahallesi,https://www.emlakjet.com/ilan/turyaptan-tekeler-mahallesi-gizem-evlerde-kiralik-31-daire-17944955,İkinci El,Betonarme,,26000 TL,15,234,,,,,,,,,
17932724,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,4,Yüksek Giriş,3,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Sakarya - Adapazarı - Papuççular Mahallesi,https://www.emlakjet.com/ilan/carsi-merkeze-yurume-mesafesinde-11-55m2-full-esyali-luks-daire-17932724,,,,,,,,,,,,,,,
17925800,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Sakarya - Serdivan - Vatan Mahallesi,https://www.emlakjet.com/ilan/serdivan-yazlik-ta-yeni-sifir-kiralik-daire-21-17925800,,,,,,,,,,,,,,,
17930010,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/depozitosuz-mavi-durak-yurume-mesafesi-dis-hast-arkasi-21-17930010,,,,,,,,,,,,,,,
17935642,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,3,Yüksek Giriş,3,Yerden Isıtma,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Sakarya - Adapazarı - Mithatpaşa Mahallesi,https://www.emlakjet.com/ilan/mithatpasa-mh-de-kiralik-21-daire-bahadir-eker-den-17935642,,,,,526,431,,,,,,,,,
17944717,24 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,3,Genel Fiyat,20.000TL,Sakarya - Hendek - Yeni Mahallesi,https://www.emlakjet.com/ilan/yeni-mahalle-160-m2-31-ebeveyn-banyolu-kiralik-daire-17944717,,,,,,,,,,,,,,,
17929766,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL,Sakarya - Karasu - Yalı Mahallesi,https://www.emlakjet.com/ilan/karasu-cigdem-emlaktan-denize-ilk-parsel-esyali-kiralik-21-17929766,,,,,1803,1,,,,,,,,,
17924710,20 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,3,2.Kat,3,Yerden Isıtma,Mülk Sahibi Oturuyor,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,25.000TL,Sakarya - Arifiye - Fatih Mahallesi,https://www.emlakjet.com/ilan/agahbeyden-arifiye-fatih-mh-31-arakat-on-cephe-kiralik-daire-17924710,,,,,,,,,,,,,,,
17930736,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,22.500TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/panorama-rezidans-da-21-esyali-kiralik-daire-17930736,,,,,,,,,,,,,,,
17925111,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,2+1,5-10,Çatı Katı,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/21-hersey-dahil-cati-kati-daire-17925111,,,,,,,,,,,,,,,
17931152,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,2,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,36.500TL,Sakarya - Serdivan - Yazlık Mahallesi,https://www.emlakjet.com/ilan/yazlik-hasir-cad-uzerinde-kiralik-3-kat-31-120-m2-daire-17931152,,,,,,,,,,,,,,,
17939017,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,135 m²,160 m²,3+1,1,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Sakarya - Hendek - Kemaliye Mahallesi,https://www.emlakjet.com/ilan/erko-grup-gayrimenkul-den-hendek-de-31-sifir-kiralik-daire-17939017,,,,,,,,,,,,,,,
17930740,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,60 m²,65 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,21.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/site-icerisinde-merkezi-konum-ara-kat-esyali-21-daire-17930740,,,,,,,,,,,,,,,
17936446,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,4,3.Kat,3,Yerden Isıtma,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,20.000TL,Sakarya - Geyve - Tepecikler Mahallesi,https://www.emlakjet.com/ilan/sakarya-geyve-21-kullanisli-merkezi-kiralik-daire-acil-firsat-17936446,,,,,,,,,,,,,,,
17923870,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,127 m²,130 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,24.000TL,Sakarya - Hendek - Dereboğazı Mahallesi,https://www.emlakjet.com/ilan/meric-cayrak-tan-mukemmel-konumda-kiralik-genis-daireler-detaylar-aciklamada-17923870,,,,,1002,8,,,,,,,,,
17943532,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,16-20,Bahçe Katı,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,11.500TL,Sakarya - Karasu - Yalı Mahallesi,https://www.emlakjet.com/ilan/aile-icin-hem-yazlik-hem-kislik-17943532,,,,11500 TL,1771,2,Var,1,,,,,,,
17936701,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,21 Ve Üzeri,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Sakarya - Adapazarı - Şirinevler Mahallesi,https://www.emlakjet.com/ilan/ciftci-emlak-tan-ssk-kavsagi-sirinevler-mh-31-ara-kat-bakimli-kiralik-daire-17936701,İkinci El,Betonarme,1 TL,20000 TL,1039,5,Var,2,2,Evet,Açık Balkon,,,,
17932246,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Sakarya - Sapanca - Göl Mahallesi,https://www.emlakjet.com/ilan/sapanca-gol-mah-kiralik-31-daire-17932246,,,,,,,,,,,,,,,
17938246,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,129 m²,170 m²,4+1,5-10,Çatı Katı,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.000TL,Sakarya - Adapazarı - Yağcılar Mahallesi,https://www.emlakjet.com/ilan/kaymakamlik-yakini-170-m2-41-bakimli-cati-dubleks-kiralik-daire-17938246,İkinci El,Betonarme,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,https://www.emlakjet.com/ilan/erenler-dilmen-mahallede-belediye-yakini-21-kiralik-17938245,,,,,,,,,,,,,,,
17932841,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,2+1,5-10,1.Kat,2,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,25.000TL,Sakarya - Erenler - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-mah-yavuz-sultan-selim-cad-uzeri-21-kiralik-115-m-daire-17932841,,,,,,,,,,,,,,,
17936311,22 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,165 m²,175 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Boş,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,18.000TL,Sakarya - Adapazarı - Yahyalar Mahallesi,https://www.emlakjet.com/ilan/yenigun-emlak-tan-yahyalar-mahalle-kiralik-165-m2-daire-17936311,,,,,,,,,,,,,,,
17925260,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,16-20,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Sakarya - Akyazı - Ömercikler Mahallesi,https://www.emlakjet.com/ilan/bf-grouptan-carsi-merkezde-kiralik-21-daire-17925260,,,,,,,,,,,,,,,
17931151,21 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+0,2,1.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/dis-hast-yakini-merkezi-konumda-kiralik-genis-80-m2-20-daire-17931151,,,,,,,,,,,,,,,
17919013,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,78 m²,2+1,11-15,4.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/kv-gayrimenkul-den-serdivan-nisanci-sokak-esyali-kiralik-daire-17919013,,,,,,,,,,,,,,,
17916705,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,18.000TL,Sakarya - Adapazarı - Korucuk Mahallesi,https://www.emlakjet.com/ilan/korucuk-merkez-kiralik-31-site-ici-daire-turgut-gayrimenkul-17916705,,,250 TL,18000 TL,1695,3,,,,,,,,,
17917787,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,107 m²,123 m²,3+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Sakarya - Ferizli - İstiklal Mahallesi,https://www.emlakjet.com/ilan/re-max-mavi-ridvan-gedik-ten-ferizlide-sifir-31-genis-daire-17917787,,,,,,,,,,,,,,,
17913288,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Sakarya - Adapazarı - Orta Mahallesi,https://www.emlakjet.com/ilan/remax-design-den-orta-mah-kiralik-31daire-17913288,,,,,,,,,,,,,,,
17912104,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,18.000TL,Sakarya - Karasu - Aziziye Mahallesi,https://www.emlakjet.com/ilan/sakarya-karasu-da-21-esyali-kiralik-daire-17912104,,,,,,,,,,,,,,,
17908582,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Sakarya - Serdivan - Arabacıalanı Mahallesi,https://www.emlakjet.com/ilan/serdivan-avm-ve-cadde54-avm-arasinda-21-kiralik-daire-17908582,,,,,,,,,,,,,,,
17938785,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,2+1,5-10,Villa Tipi,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,30.000TL,Sakarya - Erenler - Küpçüler Mahallesi,https://www.emlakjet.com/ilan/nehir-konaklari-kiralik-300m2-bahceli135m2-triblex-daire-17938785,,,,,,,,,,,,,,,
17917791,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,49 m²,69 m²,1+1,0 (Yeni),1.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Sakarya - Adapazarı - Yenigün Mahallesi,https://www.emlakjet.com/ilan/sehrin-merkezinde-ayardem-plazada-kiralik-11-17917791,,,,,,,,,,,,,,,
17919276,20 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,16-20,1.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.000TL,Sakarya - Adapazarı - 15 Temmuz Camili Mahallesi,https://www.emlakjet.com/ilan/remax-hur-fatma-yildiz-dan-camili-de-esyali-21-kiralik-17919276,,,,,,,,,,,,,,,
17914361,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,5-10,Çatı Katı,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Sakarya - Kocaali - Yalı Mahallesi,https://www.emlakjet.com/ilan/kocaali-yali-mahallesinde-cati-kati-31-her-yere-yakin-genis-daire-17914361,,,,15000 TL,499,7,,,,,,,,,
17918772,20 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,2+1,4,3.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Sakarya - Adapazarı - Yağcılar Mahallesi,https://www.emlakjet.com/ilan/basdekor-gayrimenkul-den-kiralik-21-daire-17918772,,,,,,,,,,,,,,,
17915503,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/serdivan-kampus-girisinde-esyali-21-kiralik-daire-17915503,,,,,,,,,,,,,,,
17931870,22 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Evet,Yok,1,Genel Fiyat,17.500TL,Sakarya - Hendek - Yeni Mahallesi,https://www.emlakjet.com/ilan/hastane-yolu-uzeri-almina-sitesi-nde-80-m2-kiralik-daire-17931870,,,,,,,,,,,,,,,
17907617,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,19.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/site-icerisinde-havuzlu-manzarali-esyali-11-ara-kat-daire-17907617,,,,,,,,,,,,,,,
17908579,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,2,2.Kat,3,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,22.500TL,Sakarya - Adapazarı - Karaosman Mahallesi,https://www.emlakjet.com/ilan/adapazari-kaymakliginin-yaninda-arakat-esyasiz-21-kiralik-daire-17908579,,,,,,,,,,,,,,,
17908956,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,125 m²,165 m²,3+1,4,3.Kat,3,Yerden Isıtma,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,47.500TL,Sakarya - Serdivan - Arabacıalanı Mahallesi,https://www.emlakjet.com/ilan/karat54-te-havuzlu-k-otopark-kiler-kiralik-31-daire-3-kose-kat-17908956,,,,,,,,,,,,,,,
17920556,20 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,Bahçe Katı,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,12.000TL,Sakarya - Karasu - Yalı Mahallesi,https://www.emlakjet.com/ilan/sahil-merkez-de-esyali-kiralik-daire-17920556,,,,,1704,8,,,,,,,,,
17910251,18 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,3,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Birim Fiyat,23.000TL,Sakarya - Kocaali - Yalı Mahallesi,https://www.emlakjet.com/ilan/sakarya-kocaali-21-dubleks-esyali-daire-17910251,İkinci El,,1000 TL,25000 TL,1336,1,Var,2,2,,,10 m²,3 m²,50 m²,
17909503,18 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,11-15,2.Kat,2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.750TL,Sakarya - Arifiye - Neviye Mahallesi,https://www.emlakjet.com/ilan/remax-mavi-saban-karakas-tan-neviye-mustakil-binada-kiralik-21-17909503,,,,,,,,,,,,,,,
17938810,23 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,2+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/serdivan-kiralik-esyali-cati-dubleks-17938810,,,,,,,,,,,,,,,
17916720,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,8.000TL,Sakarya - Adapazarı - Korucuk Mahallesi,https://www.emlakjet.com/ilan/korucuk-ta-kiralik-11-daire-turgut-gayrimenkul-17916720,,,,8000 TL,3361,1,,,,,,,,,
17918193,19 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,16-20,2.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,1,Genel Fiyat,14.500TL,Sakarya - Adapazarı - Korucuk Mahallesi,https://www.emlakjet.com/ilan/korucuk-kiralik-daire-17918193,İkinci El,Betonarme,300 TL,2 TL,1688,6,Var,1,2,,Kapalı Balkon,10 m²,15 m²,30 m²,10 m²
17908580,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,0 (Yeni),2.Kat,2,Yerden Isıtma,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,15.500TL,Sakarya - Serdivan - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/serdivan-devlet-hastanesi-yolu-uzeri-sifir-10-kiralik-daire-17908580,,,,,,,,,,,,,,,
17914580,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,0 (Yeni),Yüksek Giriş,3,Yerden Isıtma,Boş,,Kat İrtifakı,Hayır,,2,Genel Fiyat,20.000TL,Sakarya - Hendek - Yeni Mahallesi,https://www.emlakjet.com/ilan/sakarya-hendek-yeni-mah-esen-emlak-tan-31-135m2-kiralik-daire-17914580,,,,,2797,2,,,,,,,,,
17915505,19 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Sakarya - Serdivan - Kemalpaşa Mahallesi,https://www.emlakjet.com/ilan/serdivan-kampus-girisinde-esyali-11-kiralik-daire-17915505,,,,,,,,,,,,,,,
17918365,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,11-15,Çatı Katı,3,Yerden Isıtma,Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,23.500TL,Sakarya - Adapazarı - Papuççular Mahallesi,https://www.emlakjet.com/ilan/remax-hur-tahsin-cetinkaya-dan-sehrin-merkezinde-esyali-kiralik-daire-17918365,,,,,406,235,,,,,,,,,
17931871,22 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,13.000TL,Sakarya - Hendek - Kemaliye Mahallesi,https://www.emlakjet.com/ilan/sinerji-gruptan-kemaliye-mahallesinde-11-kiralik-daire-17931871,,,,,,,,,,,,,,,
