İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Balkon Durumu,Ada,Parsel,Balkon Sayısı,WC Sayısı,Yapı Durumu,Yapı Tipi,Aidat,Balkon Tipi,Görüntülü Gezilebilir mi?,Balkon Metrekare,Banyo Metrekare,Salon Metrekare,WC Metrekare
17907463,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,4,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Yeşilırmak Mahallesi,https://www.emlakjet.com/ilan/seven-towers-yaninda-11-yeni-sifir-esyali-kiralik-daire-17907463,,,119,48,,,,,,,,,,,
17883912,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,48 m²,60 m²,1+1,16-20,2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Kabe-i Mescid Mahallesi,https://www.emlakjet.com/ilan/tashan-arkasinda-elektrik-su-faturalari-dahil-lux-esyali-kiralik-17883912,,,,,,,İkinci El,Betonarme,,,,,,,
17864128,13 Ağustos 2025,13 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,1,1.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Kaşıkcıbağları Mahallesi,https://www.emlakjet.com/ilan/seven-towers-yaninda-11-yeni-sifir-esyali-kiralik-daire-17864128,,,2042,2,,,,,,,,,,,
17753831,02 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Tokat - Tokat Merkez - Camiikebir Mahallesi,https://www.emlakjet.com/ilan/kent-muzesi-karsisinda-yeni-bakimli-11-kiralik-daire-17753831,,,120,1,,,İkinci El,,,,,,,,
17883914,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Tokat - Tokat Merkez - Kaleardı Mahallesi,https://www.emlakjet.com/ilan/tokat-gop-tip-ve-dis-hastesi-karsisinda-31-cift-cepheli-kiralik-17883914,,,,,,,,,,,,,,,
17940177,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Tokat - Tokat Merkez - Bedestenlioğlu Mahallesi,https://www.emlakjet.com/ilan/bedestenlioglu-nda-lux-sifir-esyali-mobilyali-kiralik-11-daire-17940177,,,,,,,Sıfır,Betonarme,,,,,,,
17709054,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,5-10,10.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,22.000TL,Tokat - Tokat Merkez - Kaleardı Mahallesi,https://www.emlakjet.com/ilan/halis-karaca-home-s-da-3-1-manzarali-dublex-kiralik-daire-17709054,,,592,34,,,,,,,,,,,
17695924,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,3,4.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.000TL,Tokat - Niksar - Cepnibey Mahallesi,https://www.emlakjet.com/ilan/akn-gayrimenkul-den-kiralik-31-daire-17695924,,,,,,,İkinci El,Betonarme,,,,,,,
17751753,01 Ağustos 2025,01 Ağustos 2025,Konut,Kiralık,Daire,60 m²,75 m²,1+1,4,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Arsa Tapulu,Hayır,Yok,1,Genel Fiyat,15.800TL,Tokat - Tokat Merkez - Kabe-i Mescid Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-esyali-kiralik-11-daire-elk-su-kiraya-dahil-17751753,,,,,,,,,,,,,,,
17642893,12 Temmuz 2025,12 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Tokat - Tokat Merkez - Altıyüzevler Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-yesilirmak-mahallesinde-21-kiralik-daire-17642893,,,,,,1,İkinci El,,,,,,,,
17705753,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,1.Kat,9,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,15.000TL,Tokat - Tokat Merkez - Doğukent Mahallesi,https://www.emlakjet.com/ilan/tokat-merkez-tokide-esyali-21-kiralik-daire-17705753,20000 TL,Var,1966,26,2,1,İkinci El,Betonarme,550 TL,Kapalı Balkon,Hayır,,,,
17674401,18 Temmuz 2025,18 Temmuz 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Erbaa - Fatih Sultan Mehmet Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-17674401,0 TL,Var,35,9,2,2,İkinci El,,200 TL,Açık Balkon,,4 m²,2 m²,,2 m²
17748528,01 Ağustos 2025,01 Ağustos 2025,Konut,Kiralık,Daire,105 m²,115 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Tokat - Tokat Merkez - Altıyüzevler Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-yesilirmak-mah-31-kiralik-daire-17748528,,,,,,,İkinci El,,,,,,,,
17732824,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,4,4.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/tokat-belediyesi-karsisinda-yeni-luks-binada-kose-basi-11esyali-17732824,,,,,,,İkinci El,,,,,,,,
17684213,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Tokat - Tokat Merkez - Yarahmet Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-yarahmet-mahallesi-nde-21-kiralik-daire-17684213,,,,,,,İkinci El,,,,,,,,
17655801,14 Temmuz 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Tokat - Tokat Merkez - Gülbaharhatun Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-yeni-mahallede-31-kiralik-daire-17655801,,,,,,1,İkinci El,,,,,,,,
17748965,01 Ağustos 2025,01 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-mah-eyup-dogan-sitesinde-kiralik-31-daire-17748965,,,,,,,İkinci El,Betonarme,,,,,,,
17708141,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,5-10,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/ana-yol-cephe-cam-balkonlu-luks-11-esyali-mobilyali-kiralik-17708141,,,119,48,,,,,,,,,,,
17631806,10 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,125 m²,145 m²,3+1,5-10,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,22.000TL,Tokat - Tokat Merkez - Topçam Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-topcam-mahallesinde-31-kiralik-daire-17631806,,,,,,1,İkinci El,,,,,,,,
17610521,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,2,1.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Tokat - Tokat Merkez - Devegörmez Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-21-kiralik-yeni-daire-merkezi-konum-17610521,,,,,,,,,,,,,,,
17613080,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,29.000TL,Tokat - Tokat Merkez - Yeşilırmak Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-ta-yesilirmak-mahallesinde-31-kiralik-daire-17613080,,,,,,1,İkinci El,,,,,,,,
17748964,01 Ağustos 2025,02 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+0,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-mahallesi-geksi-deresine-cephe-kiralik-20-daire-17748964,,,1835,22,,,İkinci El,Betonarme,,,,,,,
17614407,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,5-10,Yüksek Giriş,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Tokat - Tokat Merkez - Semerkant Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-semerkant-mahallesinde-31-kiralik-daire-17614407,,,,,,,,,,,,,,,
17748961,01 Ağustos 2025,01 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,2+0,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/alipasa-mahallesi-ardala-sokak-ta-kiralik-20-daire-17748961,,,,,,,İkinci El,Betonarme,,,,,,,
17699541,23 Temmuz 2025,23 Temmuz 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,2,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-alipasa-mahallesinde-kiralik-esyali-11-daire-17699541,,,,,,,,,,,,,,,
17712085,25 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.500TL,Tokat - Turhal - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/turhal-cumhuriyet-mah-merkezi-konum-bahceli-terasli-kiralik-21-daire-17712085,,,22,2,,,,,,,,,,,
17625298,09 Temmuz 2025,09 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,9.Kat,15,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,24.000TL,Tokat - Tokat Merkez - Günevi Köyü,https://www.emlakjet.com/ilan/vadi-emlak-tan-topcam-mahallesinde-31-kiralik-daire-17625298,,,,,,,İkinci El,,,,,,,,
17611215,07 Temmuz 2025,12 Ağustos 2025,Konut,Kiralık,Daire,167 m²,187 m²,4+1,4,16.Kat,20,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,32.500TL,Tokat - Tokat Merkez - Topçam Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-topcam-mahallesinde-41-luks-kiralik-daire-17611215,32500 TL,,,,,1,İkinci El,,,,,,,,
17662266,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,17.000TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/esentepe-mahallesi-sehitler-parki-karsisi-kiralik-21-daire-17662266,,,,,,,İkinci El,Betonarme,,,,,,,
17614372,07 Temmuz 2025,20 Ağustos 2025,Konut,Kiralık,Daire,130 m²,150 m²,3+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,25.000TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/malkayasinda-kemal-arat-okulu-yaninda-31-arakat-3-manzarali-cift-banyolu-oturmali-mutfakli-17614372,,,119,48,,,,,,,,,,,
17712017,25 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.500TL,Tokat - Turhal - Mimar Sinan Mahallesi,https://www.emlakjet.com/ilan/turhal-mimar-sinan-mah-garipler-apt-21-ara-kat-kiralik-daire-17712017,,Var,1081,4,2,,,Betonarme,,Fransız Balkon,Hayır,,,,
17651154,14 Temmuz 2025,14 Temmuz 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,Çatı Katı,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-ali-pasa-mahallesin-de-11-kiralik-daire-17651154,,,,,,,,,,,,,,,
17712167,25 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,16-20,6.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,18.500TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/tokat-esentepe-mah-ikbal-sitesi-kiralik-31-daire-17712167,,,458,50,,,,,,,,,,,
17662262,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,3,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-mahallesi-tac-sitesinde-esyali-11-kiralik-daire-17662262,,,,,,,İkinci El,Betonarme,,,,,,,
17610514,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,5-10,Çatı Katı,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.500TL,Tokat - Tokat Merkez - Bahçelievler Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-karsiyaka-mahallesinde-kiralik-esyali-21-daire-17610514,,,,,,,,,,,,,,,
17711969,25 Temmuz 2025,29 Temmuz 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.500TL,Tokat - Tokat Merkez - Kaleardı Mahallesi,https://www.emlakjet.com/ilan/universite-hastanesi-yaninda-ara-kat-11-esyali-daire-17711969,,Var,1071,48,,,,,,,Evet,,,,
17547465,26 Haziran 2025,12 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,1+1,4,2.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/giderler-ve-kira-bedeli-dahil-75m2-cift-cepheli-ultra-lux-esyali-17547465,,,279,150,,,,,,,,,,,
17525655,21 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,0 (Yeni),10.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,35.000TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/okullar-kampusu-altinda-cadde-uzerinde-manzarali-31-lux-sifir-17525655,,,119,48,,,,,,,,,,,
17600019,05 Temmuz 2025,05 Temmuz 2025,Konut,Kiralık,Daire,135 m²,165 m²,3+1,4,4.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,32.000TL,Tokat - Tokat Merkez - Yeni Mahallesi,https://www.emlakjet.com/ilan/yeni-mahallede-vadi-emlak-tan-31-kiralik-daire-17600019,30000 TL,,,,,1,İkinci El,,750 TL,,,,,,
17610353,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,1,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,Tokat - Tokat Merkez - Kaleardı Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-universite-hastanesinin-yaninda-kiralik-31-daire-17610353,,,,,,,,,,,,,,,
17541587,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-karsiyaka-mahallesinde-kiralik-esyali-21-daire-17541587,,,,,,,İkinci El,,,,,,,,
17472319,12 Haziran 2025,20 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Tokat - Tokat Merkez - Semerkant Mahallesi,https://www.emlakjet.com/ilan/emniyet-ogretmenevi-karsisinda-21-esyali-2-cepheli-2-balkonlu-17472319,,,119,48,,,,,,,,,,,
17507098,18 Haziran 2025,21 Ağustos 2025,Konut,Kiralık,Daire,60 m²,80 m²,1+1,5-10,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Tokat - Erbaa - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/merkezde-esyali-kiralik-11-daire-17507098,17000 TL,Var,702,4,2,1,İkinci El,Betonarme,0 TL,Açık Balkon,Hayır,50 m²,4 m²,12 m²,2 m²
17582571,02 Temmuz 2025,28 Temmuz 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),1.Kat,3,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Akdeğirmen Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-akdegirmen-mahallesinde-11-kiralik-daire-17582571,,,,,,1,Sıfır,,,,,,,,
17454740,05 Haziran 2025,11 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,21 Ve Üzeri,2.Kat,2,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Kabe-i Mescid Mahallesi,https://www.emlakjet.com/ilan/tashan-arkasinda-elektrik-su-faturalari-dahil-lux-esyali-kiralik-17454740,,,119,48,,,,,,,,,,,
17610406,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,40 m²,60 m²,1+1,0 (Yeni),1.Kat,6,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,Tokat - Tokat Merkez - Yeniyurt Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-yeniyurt-mahallesinde-kiralik-esyali-11-daireler-17610406,,,,,,,,,,,,,,,
17471803,12 Haziran 2025,05 Temmuz 2025,Konut,Kiralık,Daire,110 m²,125 m²,2+1,16-20,3.Kat,6,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/21-komple-tavan-duvar-kapi-boyalari-yeni-yapili-bakimli-kiralik-17471803,,,2042,2,,,,,,,,,,,
17610311,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-ardala-da-kiralik-11-buyuk-daire-esyali-uygunnnn-17610311,,,,,,,,,,,,,,,
17549645,26 Haziran 2025,28 Temmuz 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-esentepe-mahallesinde-kiralik-21-daire-17549645,,,,,,1,İkinci El,,,,,,,,
17485067,14 Haziran 2025,11 Temmuz 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,2,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL,Tokat - Niksar - Kültür Mahallesi,https://www.emlakjet.com/ilan/akn-gayrimenkul-den-ayvaz-kultur-mahallesinde-kiralik-31-sifir-daire-17485067,16000 TL,Var,565,3,2,2,Sıfır,,,Açık Balkon,Evet,,,,
17478099,13 Haziran 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,115 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.500TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-ta-esentepe-mahallesinde-kiralik-daire-17478099,,,,,,1,İkinci El,,,,,,,,
17568957,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Tokat - Tokat Merkez - Alipaşa Mahallesi,https://www.emlakjet.com/ilan/agiz-ve-dis-sagligi-hastanesi-karsisinda-31-arakat-kiralik-dair-17568957,,,215,3,,,,,,,,,,,
17591555,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.500TL,Tokat - Tokat Merkez - Yeşilırmak Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-21kiralik-daire-sanayi-yolu-uzerinde-uygun-fiyat-17591555,,,,,,,,,,,,,,,
17546442,25 Haziran 2025,16 Temmuz 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,4,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,Tokat - Tokat Merkez - Yeşilırmak Mahallesi,https://www.emlakjet.com/ilan/novada-avm-yaninda-fabregas-cafenin-ustunde-manzarali-kiralik-17546442,,,458,51,,,,,,,,,,,
17591533,04 Temmuz 2025,04 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Tokat - Tokat Merkez - Esentepe Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-karsiyaka-mahallesinde-kiralik-esyali-21-daire-17591533,,,,,,,,,,,,,,,
17607949,07 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,145 m²,160 m²,2+1,11-15,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,Yok,Genel Fiyat,27.000TL,Tokat - Tokat Merkez - Karşıyaka Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-mahallesi-harika-konumda-kiralik-31-daire-17607949,,,1823,27,,,İkinci El,Betonarme,,,,,,,
17610466,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,190 m²,235 m²,5+1,5-10,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,29.000TL,Tokat - Tokat Merkez - Kaşıkcıbağları Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-kasikcibaglar-da-sifir-kiralik-5-51-dublex-daire-17610466,,,,,,,,,,,,,,,
17610380,07 Temmuz 2025,07 Temmuz 2025,Konut,Kiralık,Daire,40 m²,65 m²,1+1,0 (Yeni),14.Kat,16,Merkezi (Pay Ölçer),Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,13.000TL,Tokat - Tokat Merkez - Topçam Mahallesi,https://www.emlakjet.com/ilan/vadi-emlak-tan-topcam-mahallesinde-11-esyali-kiralik-daire-17610380,,,,,,,,,,,,,,,
17588427,03 Temmuz 2025,03 Temmuz 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,11.750TL,Tokat - Turhal - Gazi Osman Paşa Mahallesi,https://www.emlakjet.com/ilan/cb-park-tan-terasli-esyali-kiralik-daire-17588427,,,,,,,,,,,,,,,
