İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Aidat,Depozito,Balkon Durumu,Balkon Sayısı,Ada,Parsel,Yapı Durumu,Yapı Tipi,Balkon Tipi,Banyo Metrekare,Salon Metrekare,WC Sayısı,WC Metrekare,Balkon Metrekare,Görüntülü Gezilebilir mi?
17774427,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,3.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,İzmir - Konak - Atilla Mahallesi,https://www.emlakjet.com/ilan/otuzbes-ten-esrefpasa-caddesinde-21yeni-tadilatli-arakat-daire-17774427,,,,,,,,,,,,,,,
17775787,07 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,İzmir - Torbalı - Tepeköy Mahallesi,https://www.emlakjet.com/ilan/esiyok-emlak-tan-torbali-tepekoy-de-genis-ve-kullanisli-kiralik-daire-17775787,,,,,545,3,,,,,,,,,
17774545,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,35 m²,36 m²,1+1,0 (Yeni),1.Kat,3,Isıtma Yok,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,İzmir - Foça - Mustafa Kemal Atatürk Mahallesi,https://www.emlakjet.com/ilan/yenifoca-da-cok-uygun-sifir-11-daire-17774545,,,,,,,,,,,,,,,
17775176,07 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,51 m²,1+1,4,2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.500TL,İzmir - Buca - Dicle Mahallesi,https://www.emlakjet.com/ilan/buca-dicle-mah-de-yikikkemer-merkez-yakini-11-50m2-dgazli-esyali-arakat-kiralik-daire-17775176,500 TL,15500 TL,Yok,,38865,31,İkinci El,Betonarme,,,,1,,,Hayır
17774468,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,35.000TL,İzmir - Karşıyaka - Şemikler Mahallesi,https://www.emlakjet.com/ilan/semikler-onu-park-cepheli-21-esyali-kiralik-daire-17774468,,,,,,,,,,,,,,,
17775146,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,120 m²,137 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,35.000TL,İzmir - Karşıyaka - Bahriye Üçok Mahallesi,https://www.emlakjet.com/ilan/ataturk-bulvari-nda-120-m2-31-ferah-daire-17775146,,,,,9126,36,,,,,,,,,
17774472,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,5,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,25.000TL,İzmir - Karşıyaka - Bahariye Mahallesi,https://www.emlakjet.com/ilan/zubeyde-hanim-parki-civari-kiralik-31-daire-17774472,,,,,,,,,,,,,,,
17774541,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,0 (Yeni),2.Kat,3,Klimalı,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,24.000TL,İzmir - Foça - Mustafa Kemal Atatürk Mahallesi,https://www.emlakjet.com/ilan/yenifoca-da-sifir-11-kiralik-daire-17774541,,,,,,,,,,,,,,,
17776459,07 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,4,3.Kat,3,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,3,Genel Fiyat,35.000TL,İzmir - Buca - Yiğitler Mahallesi,https://www.emlakjet.com/ilan/buca-iscievleri-yigitler-mah-de-ucanyol-yakini-31-130m2-dgazli-ayri-mutfak-lux-kiralik-daire-17776459,500 TL,35000 TL,,,50101,63,,,,,,,,,
17776702,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,0 (Yeni),2.Kat,3,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,19.000TL,İzmir - Torbalı - Tepeköy Mahallesi,https://www.emlakjet.com/ilan/remax-arma-dan-tepekoy-mah-kiralik-21-ara-kat-luks-daire-17776702,600 TL,19000 TL,Var,2,77,6,,Betonarme,Açık Balkon,,,1,,,
17777620,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,120 m²,135 m²,2+1,16-20,5.Kat,9,Jeotermal,Boş,Boş,Kat İrtifakı,Hayır,,1,Genel Fiyat,55.000TL,İzmir - Balçova - Korutürk Mahallesi,https://www.emlakjet.com/ilan/emlaksal-dan-kiralik-ekonomi-univ-karsisi-21-otoparkli-daire-17777620,3500 TL,80000 TL,Var,1,1388,16,İkinci El,Betonarme,Açık Balkon,,,2,,,Hayır
17775886,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,105 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Karşıyaka - Bostanlı Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-bostanli-mahallesinde-sahile-100-metre-yakin-kiralik-31-daire-17775886,,,,,,,İkinci El,Betonarme,,,,,,,
17774894,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,78 m²,106 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.000TL,İzmir - Bornova - Yeşilova Mahallesi,https://www.emlakjet.com/ilan/yesilovada-abdi-ipekci-caddesi-uzerinde-kiralik-21-daire-17774894,,24000 TL,,,,14121,İkinci El,Betonarme,,,,,,,
17774466,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,35.000TL,İzmir - Karşıyaka - Donanmacı Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-camlik-da-kiralik-31-daire-17774466,,,,,,,,,,,,,,,
17775041,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,2,Genel Fiyat,25.000TL,İzmir - Tire - Yeni Mahallesi,https://www.emlakjet.com/ilan/emsalgayrimenkul-den-kiralik-31-daire-17775041,,,,,1335,1,,,,,,,,,
17776304,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,35.000TL,İzmir - Buca - Efeler Mahallesi,https://www.emlakjet.com/ilan/buca-sirinyer-de-31-ful-esyali-bakimli-daire-17776304,,,,,,,İkinci El,,,,,,,,
17772122,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,95 m²,107 m²,2+1,16-20,6.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,26.000TL,İzmir - Aliağa - Siteler Mahallesi,https://www.emlakjet.com/ilan/siteler-mahallesinde-kapali-mutfak-21-kiralik-daire-17772122,,,,,699,12,,,,,,,,,
17771895,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,39 m²,40 m²,1+1,5-10,Yüksek Giriş,3,Klimalı,Boş,Boş,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,12.000TL,İzmir - Karabağlar - Sarıyer Mahallesi,https://www.emlakjet.com/ilan/karabaglar-huseyin-akdag-okulu-yakini-kiralik-daire-17771895,,12000 TL,Yok,,,,İkinci El,Betonarme,,,,1,,,
17772359,06 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,1+1,2,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.500TL,İzmir - Torbalı - İnönü Mahallesi,https://www.emlakjet.com/ilan/havuzlu-sitede-esyali-kiralik-daire-17772359,2500 TL,30000 TL,Var,1,null,1918,İkinci El,Betonarme,Açık Balkon,8 m²,19 m²,,,8 m²,Hayır
17774003,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,11-15,2.Kat,3,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,22.000TL,İzmir - Menemen - Gazi Mustafa Kemal Mahallesi,https://www.emlakjet.com/ilan/izmir-bakircay-universitesine-yuruyus-mesafesinde-31-kiralik-17774003,,,,,,,,,,,,,,,
17773509,06 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,5-10,1.Kat,7,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,32.500TL,İzmir - Karabağlar - Bozyaka Mahallesi,https://www.emlakjet.com/ilan/uzumcu-okul-yakini-cadde-uzeri-arakat-asansorlu-genc-daire-17773509,,36000 TL,,,30942,21,İkinci El,Betonarme,,,,,,,
17772713,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,Stüdyo,1,30.Kat,30,Yerden Isıtma,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,29.000TL,İzmir - Konak - Halkapınar Mahallesi,https://www.emlakjet.com/ilan/mahall-bomonti-42-kat-10-esyali-kiralik-daire-17772713,,,,,,,,,,,,,,,
17772562,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,40 m²,69 m²,1+1,0 (Yeni),Düz Giriş (Zemin),4,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.500TL,İzmir - Bergama - Fatih Mahallesi,https://www.emlakjet.com/ilan/bergama-kiralik-11-dogalgazli-yeni-sifir-daire-17772562,,,,,,,,,,,,,,,
17772846,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,57.500TL,İzmir - Karşıyaka - Bostanlı Mahallesi,https://www.emlakjet.com/ilan/bostanlida-31-genis-ve-yenilenmis-kiralik-daire-17772846,,,,,,,,,,,,,,,
17772716,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),6.Kat,8,Merkezi (Pay Ölçer),Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,41.000TL,İzmir - Bayraklı - Mansuroğlu Mahallesi,https://www.emlakjet.com/ilan/bayrakli-izka-royal-21-kiralik-havuzlu-sifir-daire-17772716,,,,,,,,,,,,,,,
17771467,06 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,26.000TL,İzmir - Buca - Yiğitler Mahallesi,https://www.emlakjet.com/ilan/sirinyer-de-31-kiralik-daire-17771467,,,,,6008,4,,,,,,,,,
17770994,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,5-10,Yüksek Giriş,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,30.000TL,İzmir - Karşıyaka - Goncalar Mahallesi,https://www.emlakjet.com/ilan/nergiz-de-bostanli-altgecit-ve-izban-yakini-31-dogalgazli-17770994,,,,,25894,4,,,,,,,,,
17773883,06 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,1,Düz Giriş (Zemin),3,Klimalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,35.000TL,İzmir - Urla - Gülbahçe Mahallesi,https://www.emlakjet.com/ilan/urla-gulbahce-de-bahceli-kiralik-11-yeni-esyali-daire-17773883,,,,,,,,,,,,,,,
17773770,06 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,4,Düz Giriş (Zemin),1,Isıtma Yok,Boş,,Müstakil Tapulu,Hayır,,1,Genel Fiyat,11.000TL,İzmir - Torbalı - Demirci Mahallesi,https://www.emlakjet.com/ilan/demirci-koy-11-bahceli-kiralik-daire-17773770,,11000 TL,Var,1,126,16,,,Açık Balkon,,,,,,
17770471,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,14.500TL,İzmir - Buca - Atatürk Mahallesi,https://www.emlakjet.com/ilan/buca-ataturk-mh-de-11-esyasiz-kiralik-daire-17770471,,,,,41320,2,,,,,,,,,
17774002,07 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,16-20,Bahçe Katı,5,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,30.000TL,İzmir - Bornova - Ergene Mahallesi,https://www.emlakjet.com/ilan/bornova-nin-merkezinde-dogalgazli-ve-esyali-21-17774002,,,,,,,,,,,,,,,
17773919,07 Ağustos 2025,12 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,Düz Giriş (Zemin),3,Klimalı,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,İzmir - Buca - Adatepe Mahallesi,https://www.emlakjet.com/ilan/buca-adatepe-11-esyali-kiralik-daire-17773919,,,,,50077,49,,,,,,,,,
17773904,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,,1,Genel Fiyat,28.000TL,İzmir - Buca - Yaylacık Mahallesi,https://www.emlakjet.com/ilan/sancak-emlak-tan-hasanaga-bahcesi-ve-universite-bitisigi-dogalgazli-arakat-21-17773904,,28000 TL,Var,1,12,6,İkinci El,Betonarme,Açık Balkon,,,1,,,
17774041,07 Ağustos 2025,24 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,33.000TL,İzmir - Bornova - Kazımdirik Mahallesi,https://www.emlakjet.com/ilan/bornova-da-11-esyali-kiralik-luks-daire-17774041,,33000 TL,Yok,,21,161,Sıfır,Betonarme,,4 m²,25 m²,1,1 m²,,Evet
17772044,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,4.Kat,6,Klimalı,Mülk Sahibi Oturuyor,,Kat Mülkiyeti,Hayır,,1,Birim Fiyat,42.000TL,İzmir - Karşıyaka - Bahariye Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-lisesi-karsisi-merkezi-konumda-31-kiralik-genis-daire-17772044,150 TL,84000 TL,,,176,22,,,,,,,,,
17772519,06 Ağustos 2025,07 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,40.000TL,İzmir - Karşıyaka - Bahariye Mahallesi,https://www.emlakjet.com/ilan/karsiyaka-bahariye-de-31-kiralik-esyali-daire-17772519,,,Var,2,170,43,İkinci El,,,,,2,,,
17773870,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,30 m²,43 m²,1+1,2,1.Kat,3,Isıtma Yok,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,21.000TL,İzmir - Çiğli - Balatçık Mahallesi,https://www.emlakjet.com/ilan/izmir-cigli-katip-celebi-universite-yakini-esyali-11-kiralik-daire-17773870,,,,,,,İkinci El,,,,,,,,
17770985,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,16-20,1.Kat,5,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,35.000TL,İzmir - Buca - Güven Mahallesi,https://www.emlakjet.com/ilan/iscievlerinde-31-155m2-17770985,,,,,394,48,,,,,,,,,
17771042,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,4,Kot 1 (-1).Kat,5,Yerden Isıtma,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,30.000TL,İzmir - Buca - Efeler Mahallesi,https://www.emlakjet.com/ilan/turyap-buca-dan-efeler-park-yasamda-full-esyali-11-17771042,,,,,658,977,,,,,,,,,
17773492,06 Ağustos 2025,16 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,11-15,Bahçe Katı,1,Klimalı,Boş,Boş,Kat Mülkiyeti,Hayır,Var,1,Genel Fiyat,23.200TL,İzmir - Konak - Güzelyalı Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-poligon-mtro-arka-sokagi-21-bahceli-17773492,,20000 TL,Var,1,6219,57,İkinci El,Betonarme,Açık Balkon,,,1,,,Evet
17773494,06 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,16-20,4.Kat,4,Isıtma Yok,Boş,Boş,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,İzmir - Bayraklı - Osmangazi Mahallesi,https://www.emlakjet.com/ilan/bayrakli-osmangazi-mah-ana-yol-uzerinde-bakimli-kiralik-31-daire-17773494,200 TL,25000 TL,Var,,570,247,İkinci El,Betonarme,,,,1,,,Evet
17772025,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,25 m²,35 m²,Stüdyo,21 Ve Üzeri,Düz Giriş (Zemin),4,Klimalı,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,15.000TL,İzmir - Konak - Mithatpaşa Mahallesi,https://www.emlakjet.com/ilan/simge-den-nokta-metroya-sahile-tramvaya-yakin-esyali-10-daire-17772025,,,,,736,2,,,,,,,,,
17771695,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,120 m²,130 m²,3+1,11-15,3.Kat,3,Sobalı,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,15.000TL,İzmir - Karabağlar - Sarıyer Mahallesi,https://www.emlakjet.com/ilan/karabaglar-cennet-oglu-mah-cadde-uzeri-17771695,,15000 TL,Yok,,,,İkinci El,Betonarme,,,,1,,,
17770577,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,11-15,Çatı Katı,3,Klimalı,Boş,Boş,Müstakil Tapulu,Evet,Yok,1,Genel Fiyat,30.000TL,İzmir - Urla - Yenikent Mahallesi,https://www.emlakjet.com/ilan/urla-binkonutlarda-ferah-sessiz-havuzlu-sitede-21-cati-daire-17770577,,,,,,,,,,,,,,,
17772821,06 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,25.000TL,İzmir - Çiğli - Balatçık Mahallesi,https://www.emlakjet.com/ilan/cigli-balatcik-cadde-ustu-kiralik-21-daire-17772821,,,,,33635,17,,,,,,,,,
17770926,06 Ağustos 2025,06 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,Müstakil Tapulu,Evet,,1,Genel Fiyat,18.000TL,İzmir - Ödemiş - Süleyman Demirel Mahallesi,https://www.emlakjet.com/ilan/atlantik-gayrimenkul-den-esyali-kiralik-daire-17770926,,18000 TL,,,788,1,,,,,,,,,
17882572,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,105 m²,130 m²,3+1,5-10,8.Kat,8,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,18.500TL,Kahramanmaraş - Onikişubat - Üngüt Mahallesi,https://www.emlakjet.com/ilan/hg-hospital-civari-kiralik-31-daire-17882572,,,,,,,,,,,,,,,
17907089,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,140 m²,160 m²,3+1,5-10,10.Kat,10,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,22.000TL,Kahramanmaraş - Onikişubat - Boğaziçi Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-site-icerisinde-manzarali-depozitosuz-31-daire-17907089,,,,,6065,3,,,,,,,,,
17893275,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,5-10,5.Kat,9,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/amazondan-universite-civari-esyali-11-klimali-firsat-daire-17893275,,,,,6038,4,,,,,,,,,
17893497,16 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,5-10,Kot 1 (-1).Kat,9,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,20.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/amazondan-universite-civari-esyali-21-klimali-amerikan-mutfak-17893497,,,,,6041,2,,,,,,,,,
17882427,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,135 m²,170 m²,3+1,11-15,6.Kat,12,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,,2,Genel Fiyat,24.500TL,Kahramanmaraş - Onikişubat - Yirmiikigün Mahallesi,https://www.emlakjet.com/ilan/cb-den-yirmikigun-de-mavisehir-sitesinde-31-kiralik-daire-17882427,,,Var,2,7033,1,İkinci El,Betonarme,Kapalı Balkon,,,,,,Hayır
17910926,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,160 m²,190 m²,3+1,11-15,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,23.000TL,Kahramanmaraş - Onikişubat - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/er-tas-tan-yanik-petrol-uzeri-bakimli-ve-genis-31-17910926,,,,,null,672,,,,,,,,,
17927831,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,4,3.Kat,4,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,17.000TL,Kahramanmaraş - Dulkadiroğlu - Egemenlik Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-piazza-civari-11-klimali-kiralik-firsat-daire-17927831,,,,,5549,5,,,,,,,,,
17898468,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,110 m²,2+1,16-20,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.000TL,Kahramanmaraş - Onikişubat - İstiklal Mahallesi,https://www.emlakjet.com/ilan/binevler-turyaptan-mustakil-tadinda-kiralik-21-daire-17898468,,,,,,,,,,,,,,,
17886659,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,1,2.Kat,5,Merkezi Kömür,Boş,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,13.000TL,Kahramanmaraş - Dulkadiroğlu - Akyar Mahallesi,https://www.emlakjet.com/ilan/coldwell-banker-den-akyar-toki-1-etap-kiralik-31-daire-17886659,,,,,,,,,,,,,,,
17931522,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,55 m²,65 m²,1+1,5-10,2.Kat,5,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/kaski-karsisi-az-hasarli-11-17931522,,,,,,,,,,,,,,,
17913043,19 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,250 m²,300 m²,4+1,5-10,8.Kat,9,Merkezi (Pay Ölçer),Boş,,Kat Mülkiyeti,Hayır,,2,Genel Fiyat,40.000TL,Kahramanmaraş - Onikişubat - Şehit Abdullah Çavuş Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-binevler-ana-cadde-uzeri-esyali-41-kiralik-daire-17913043,,,,,3832,3,,,,,,,,,
17882569,15 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,0 (Yeni),8.Kat,8,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Kahramanmaraş - Onikişubat - Hürriyet Mahallesi,https://www.emlakjet.com/ilan/hurriyet-mahallesinde-kiralik-21-daire-17882569,,,,,,,,,,,,,,,
17921014,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,11-15,2.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,25.000TL,Kahramanmaraş - Onikişubat - Yunus Emre Mahallesi,https://www.emlakjet.com/ilan/er-tas-tan-kultur-merkezi-arkasi-genis-ve-bakimli-full-esyali-21-17921014,,,,,4630,1,,,,,,,,,
17940376,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,5-10,2.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,16.500TL,Kahramanmaraş - Onikişubat - Maarif Mahallesi,https://www.emlakjet.com/ilan/amazon-dan-universte-civarinda-site-ici-esyali-11-kiralik-daire-17940376,,,,,6037,14,,,,,,,,,
17935507,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,159 m²,200 m²,4+1,2,3.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,32.500TL,Kahramanmaraş - Onikişubat - Yamaçtepe Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-luks-41-daire-17935507,2500 TL,32500 TL,Var,1,4807,14,,,Kapalı Balkon,,,2,,,
