İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Eşya Durumu,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Yapı Tipi,Aidat,Depozito,Banyo Metrekare,Balkon Durumu,Balkon Sayısı,Balkon Tipi,Balkon Metrekare,WC Sayısı,WC Metrekare,Görüntülü Gezilebilir mi?,Salon Metrekare
17829206,11 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,3+1,21 Ve Üzeri,4.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/tam-nokta-kentgayrimenkulden-gurcukapida-kiralik-daire-17829206,,,,,,,,,,,,,,,
17802718,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,21 Ve Üzeri,Bodrum Kat,6,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,9.500TL,Erzurum - Yakutiye - Şükrüpaşa Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-sukrupasa-da-kiralik-11-daire-17802718,,,,,,,,,,,,,,,
17864636,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,16-20,2.Kat,7,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.850TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/altin-emlak-tan-sehir-merkezinde-31-asansorlu-arakat-daire-17864636,,,,,,,,,,,,,,,
17850418,12 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,12.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/onder-emlaktan-gez-mahallesinde-kiralik-21-daire-17850418,,,,,,,,,,,,,,,
17865813,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,170 m²,190 m²,4+1,21 Ve Üzeri,2.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,20.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-terminal-caddesinde-41-kiralik-daire-17865813,,,,,,,,,,,,,,,
17865125,13 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,2,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kooperatiften Tapu,Hayır,Yok,1,Genel Fiyat,24.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/lux-erzurum-dan-yenisehir-merkezinde-11-dubleks-esyali-daire-17865125,,,,,,,,,,,,,,,
17802717,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,165 m²,180 m²,3+1,21 Ve Üzeri,4.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,16.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-sehir-merkezinde-kiralik-31-daire-17802717,,,,,,,,,,,,,,,
17860133,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,34 m²,45 m²,1+1,0 (Yeni),2.Kat,2,Kombi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.900TL,Erzurum - Aziziye - Gez Köyü OSB Mahallesi,https://www.emlakjet.com/ilan/fobem-gm-den-kiralik-11-esyali-daire-17860133,,,,,,,,,,,,,,,
17812374,10 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,5.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,13.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/dialog-deger-den-yenisehir-de-kiralik-31-daire-17812374,,,,,,,,,,,,,,,
17789570,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,5-10,1.Kat,6,Merkezi (Pay Ölçer),Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,17.200TL,Erzurum - Palandöken - Yunusemre Mahallesi,https://www.emlakjet.com/ilan/abdurrahman-gazi-toki-de-kiralik-31-daire-17789570,,,,,,,,,,,,,,,
17779185,07 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,105 m²,115 m²,2+0,16-20,3.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,19.000TL,Erzurum - Yakutiye - Kazım Karabekir Paşa Mahallesi,https://www.emlakjet.com/ilan/tam-nokta-kent-ten-kiralik-20-apart-17779185,,,,,,,,,,,,,,,
17779186,07 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,1+1,16-20,3.Kat,4,Merkezi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,15.000TL,Erzurum - Yakutiye - Kazım Karabekir Paşa Mahallesi,https://www.emlakjet.com/ilan/tam-nokta-kent-ten-kiralik-11-apart-17779186,,,,,,,,,,,,,,,
17793944,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,130 m²,145 m²,3+1,21 Ve Üzeri,Yüksek Giriş,6,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,16.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/detay-dan-erzurum-terminal-caddesinde-kiralik-31-daire-17793944,,,,,,,,,,,,,,,
17780470,08 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,16-20,5.Kat,5,Kombi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,13.500TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/erzurum-sehir-merkezin-de-kiralik-31-daire-17780470,5799,9,İkinci El,,,,,,,,,,,,
17754945,02 Ağustos 2025,02 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,0 (Yeni),2.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,19.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/rota-grup-tan-sehir-merkezinde-kiralik-21-sifir-daire-17754945,,,,,,,,,,,,,,,
17802693,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),3.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,17.500TL,Erzurum - Aziziye - Yarımca Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-dadaskent-te-esyali-kiralik-11-daire-17802693,,,,,,,,,,,,,,,
17798510,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,1,2.Kat,7,Merkezi Doğalgaz,Kiracı Oturuyor,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.500TL,Erzurum - Yakutiye - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-hilalkentte-kiralik-31-daire-17798510,,,,,,,,,,,,,,,
17802694,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,21 Ve Üzeri,1.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.500TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-yenisehir-de-kiralik-31-daire-17802694,,,,,,,,,,,,,,,
17754949,02 Ağustos 2025,02 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,Boş,Hisseli Tapu,Hayır,Yok,1,Genel Fiyat,8.500TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/rota-grup-tan-sehir-merkezinde-kiralik-21-daire-17754949,,,,,,,,,,,,,,,
17802710,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,160 m²,180 m²,4+1,5-10,5.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.500TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-yesil-yakutiye-de-kiralik-41-daire-17802710,,,,,,,,,,,,,,,
17764687,05 Ağustos 2025,05 Ağustos 2025,Konut,Kiralık,Daire,125 m²,140 m²,3+1,4,1.Kat,3,Merkezi Doğalgaz,Kiracı Oturuyor,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,21.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/guler-emlak-tan-dadaskent-te-kiralik-daire-17764687,,,,,,,,,,,,,,,
17780476,08 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,5,Merkezi Doğalgaz,Boş,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,13.250TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/erzurum-palandoken-yenisehir-de-kiralik-31-daire-17780476,1353,1,İkinci El,,1000 TL,,,,,,,,,,
17798530,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,1,1.Kat,6,Merkezi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,2,Genel Fiyat,18.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-yildizkent-te-kiralik-21-daire-17798530,,,,,,,,,,,,,,,
17802711,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,200 m²,220 m²,4+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,23.000TL,Erzurum - Yakutiye - Şükrüpaşa Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-sukrupasa-da-kiralik-41-daire-17802711,,,,,,,,,,,,,,,
17798513,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,135 m²,155 m²,3+1,11-15,4.Kat,6,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,14.500TL,Erzurum - Yakutiye - Şükrüpaşa Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-sukrupasa-da-kiralik-31-daire-17798513,,,,,,,,,,,,,,,
17760129,04 Ağustos 2025,04 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,1+1,0 (Yeni),6.Kat,7,Merkezi Doğalgaz,Boş,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-11-esyali-daire-yildizkent-zirve-toki-civarinda-ara-kat-guney-cephe-17760129,13589,1,,,,,,,,,,,,,
17781440,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,Stüdyo,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Boş,Boş,Hisseli Tapu,Hayır,Yok,1,Genel Fiyat,6.750TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/rota-grup-tan-sehir-merkezinde-kiralik-10-esyali-daire-17781440,,,,,,,,,,,,,,,
17781438,08 Ağustos 2025,08 Ağustos 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,21 Ve Üzeri,5.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.500TL,Erzurum - Aziziye - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-dadaskent-de-kiralik-31-daire-17781438,,,,,,,,,,,,,,,
17802714,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,0 (Yeni),7.Kat,7,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,19.500TL,Erzurum - Yakutiye - Ömer Nasuhi Bilmen Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-kombinada-esyali-kiralik-11-daire-17802714,,,,,,,,,,,,,,,
17802709,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,135 m²,145 m²,3+1,21 Ve Üzeri,5.Kat,6,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,11.500TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-sehir-merkezinde-kiralik-31-daire-17802709,,,,,,,,,,,,,,,
17778405,07 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,0 (Yeni),1.Kat,3,Kombi Doğalgaz,Boş,,Tapu Kaydı Yok,Evet,,2,Birim Fiyat,20.000TL,Erzurum - Aziziye - Saltuklu Mahallesi,https://www.emlakjet.com/ilan/atilim-gold-emlaktan-erzurum-dadaskent-te-31-kiralik-daire-17778405,,,,,,,,,,,,,,,
17784556,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,0 (Yeni),1.Kat,5,Merkezi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Evet,Yok,1,Genel Fiyat,15.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/guler-emlak-tan-osman-gazi-tokiler-kiralik-21-daire-17784556,,,,,,,,,,,,,,,
17733134,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,165 m²,170 m²,3+1,16-20,6.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.500TL,Erzurum - Yakutiye - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-hilalkent-de-31-kiralik-ara-kat-daire-17733134,,,,,,,,,,,,,,,
17739371,30 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,6.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kooperatiften Tapu,Hayır,Yok,2,Genel Fiyat,25.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/lux-erzurum-dan-hastane-karsisi-kiralik-31-daire-17739371,,,,,,,,,,,,,,,
17802712,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,135 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,5,Kombi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,14.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-sehir-merkezinde-kiralik-31-daire-17802712,,,,,,,,,,,,,,,
17789584,09 Ağustos 2025,11 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,2,Çatı Katı,6,Merkezi Doğalgaz,Boş,Boş,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,13.500TL,Erzurum - Yakutiye - Ömer Nasuhi Bilmen Mahallesi,https://www.emlakjet.com/ilan/fobem-gmo-dan-etu-yolunda-kiralik-31-teras-kat-daire-17789584,,,,,,,,,,,,,,,
17727726,29 Temmuz 2025,11 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,11-15,5.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.000TL,Erzurum - Yakutiye - Ömer Nasuhi Bilmen Mahallesi,https://www.emlakjet.com/ilan/guler-gayrimenkul-den-dadaskoy-yolu-uzerinde-kiralik-daire-17727726,7467,3,,,,,,,,,,,,,
17802698,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,160 m²,180 m²,4+1,5-10,6.Kat,10,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,25.500TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-erzurum-yesil-yakutiye-de-kiralik-41-daire-17802698,,,,,,,,,,,,,,,
17802689,10 Ağustos 2025,10 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,1,2.Kat,3,Merkezi Doğalgaz,Boş,Eşyalı,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,15.500TL,Erzurum - Aziziye - Yarımca Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-dadaskent-te-esyali-kiralik-11-daire-17802689,,,,,,,,,,,,,,,
17712207,25 Temmuz 2025,25 Temmuz 2025,Konut,Kiralık,Daire,60 m²,75 m²,1+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,14.000TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-sehir-merkezinde-esyali-kiralik-11-17712207,,,,,,,,,,,,,,,
17704415,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Erzurum - Oltu - Aslanpaşa Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-oltu-merkez-de-21-kiralik-daire-17704415,,,,,,,,,,,,,,,
17704416,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,3,2.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,26.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-yildizkent-te-31-kiralik-daire-17704416,,,,,,,,,,,,,,,
17704119,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,75 m²,80 m²,1+1,1,2.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,Eşyalı,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,23.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/lux-erzurum-dan-yenisehir-alt-yolda-11-esyali-dubleks-daire-17704119,,,,,,,,,,,,,,,
17676942,19 Temmuz 2025,30 Temmuz 2025,Konut,Kiralık,Daire,155 m²,165 m²,3+1,11-15,4.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,,2,Genel Fiyat,25.500TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/sehir-hastanesine-yurume-mesafesinde-31-17676942,5948,2,İkinci El,Betonarme,650 TL,25500 TL,,Var,1,Açık Balkon,,2,,Evet,
17678780,19 Temmuz 2025,19 Temmuz 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,12.000TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-mng-avm-karsisi-21-kiralik-daire-17678780,,,,,,,,,,,,,,,
17688138,21 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,115 m²,140 m²,3+1,5-10,5.Kat,7,Merkezi (Pay Ölçer),Boş,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,22.000TL,Erzurum - Yakutiye - Rabia Ana Mahallesi,https://www.emlakjet.com/ilan/sehir-merkezinde-18-ay-sureligine-ici-yapili-kiralik-31-daire-17688138,12527,8,İkinci El,,,,,,,,,,,,
17712179,25 Temmuz 2025,04 Ağustos 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,5-10,2.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,24.000TL,Erzurum - Palandöken - Adnan Menderes Mahallesi,https://www.emlakjet.com/ilan/isik-gayrimenkul-den-yildizkent-te-31-kiralik-daire-17712179,,,,,,,,,,,,,,,
17657109,15 Temmuz 2025,23 Ağustos 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,11-15,7.Kat,7,Kombi Doğalgaz,Boş,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,18.500TL,Erzurum - Palandöken - Yunusemre Mahallesi,https://www.emlakjet.com/ilan/erzurum-emlak-sepetin-den-kayakyolun-da-kiralik-31-daire-17657109,6367,1,İkinci El,,,,,,,,,,,,
17692594,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,85 m²,100 m²,2+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Boş,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,21.500TL,Erzurum - Yakutiye - Şükrüpaşa Mahallesi,https://www.emlakjet.com/ilan/sukru-pasada-sifir-21-full-yapili-kiralik-daire-17692594,,,,,,,,,,,,,,,
17688876,21 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,140 m²,145 m²,3+1,21 Ve Üzeri,8.Kat,8,Merkezi Doğalgaz,Boş,,Tapu Kaydı Yok,Hayır,,1,Birim Fiyat,12.500TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/atilim-gold-emlaktan-erzurum-merkezde-kiralik-daire-17688876,,,,,,,,,,,,,,,
17683195,20 Temmuz 2025,20 Temmuz 2025,Konut,Kiralık,Daire,43 m²,50 m²,1+1,1,2.Kat,3,Kombi Doğalgaz,Boş,Eşyalı,Kat Mülkiyeti,Evet,Yok,1,Genel Fiyat,18.500TL,Erzurum - Aziziye - Yarımca Mahallesi,https://www.emlakjet.com/ilan/re-max-kirmizi-dan-dadaskent-te-kiralik-11-luks-daire-17683195,,,,,,,,,,,,,,,
17704412,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,16-20,Düz Giriş (Zemin),6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,16.750TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/rota-dan-terminal-caddesi-nde-kiralik-31-daie-17704412,,,,,,,,,,,,,,,
17696603,22 Temmuz 2025,15 Ağustos 2025,Konut,Kiralık,Daire,150 m²,160 m²,3+1,21 Ve Üzeri,2.Kat,5,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,18.500TL,Erzurum - Yakutiye - Lalapaşa Mahallesi,https://www.emlakjet.com/ilan/sehir-merkezinde-31-bakimli-kiralik-daire-17696603,,,,,,,,,,,,,,,
17663172,16 Temmuz 2025,16 Temmuz 2025,Konut,Kiralık,Daire,140 m²,155 m²,3+1,0 (Yeni),6.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,26.600TL,Erzurum - Yakutiye - Muratpaşa Mahallesi,https://www.emlakjet.com/ilan/rota-dan-sehir-merkezinde-sifir-arakat-kiralik-31-daire-17663172,,,,,,,,,,,,,,,
17630470,10 Temmuz 2025,10 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Merkezi Doğalgaz,Boş,Eşyalı,Tapu Kaydı Yok,Hayır,Yok,1,Genel Fiyat,16.000TL,Erzurum - Aziziye - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/rota-dan-dadaskent-de-hersey-dahil-kiralik-21-daire-17630470,,,,,,,,,,,,,,,
17678797,19 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,11-15,6.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,17.750TL,Erzurum - Yakutiye - Kurtuluş Mahallesi,https://www.emlakjet.com/ilan/rota-grup-tan-hilalkentte-kiralik-31-daire-17678797,,,,,,,,,,,,,,,
17704411,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,125 m²,135 m²,3+1,2,3.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,25.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/rota-gm-den-yildizkentte-arakat-31-merkezi-sistem-luks-daire-17704411,,,,,,,,,,,,,,,
17704413,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,170 m²,180 m²,4+1,2,4.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Evet,Yok,2,Genel Fiyat,27.500TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/rota-gm-den-yildizkent-yeni-bulvarda-kiralik-luks-41-daire-17704413,,,,,,,,,,,,,,,
17688340,21 Temmuz 2025,21 Temmuz 2025,Konut,Kiralık,Daire,140 m²,160 m²,4+1,0 (Yeni),5.Kat,7,Merkezi Doğalgaz,Boş,Boş,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,28.000TL,Erzurum - Palandöken - Hüseyin Avni Ulaş Mahallesi,https://www.emlakjet.com/ilan/new-palandoken-den-yildizkentte-kiralik-ultra-luks-41-daire-17688340,,,,,,,,,,,,,,,
17704420,24 Temmuz 2025,24 Temmuz 2025,Konut,Kiralık,Daire,170 m²,190 m²,4+1,5-10,4.Kat,6,Merkezi Doğalgaz,Boş,Boş,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,23.500TL,Erzurum - Yakutiye - Ömer Nasuhi Bilmen Mahallesi,https://www.emlakjet.com/ilan/rota-gayrimenkul-den-omer-nasuhi-bilmende-41-kiralik-daire-17704420,,,,,,,,,,,,,,,
