İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Tapu Durumu,Site İçerisinde,Banyo Sayısı,Balkon Durumu,Balkon Sayısı,Balkon Tipi,WC Sayısı,Fiyat Durumu,fiyat,konum,URL,Ada,Parsel,Yapı Durumu,Eşya Durumu,Takas,Yapı Tipi,Aidat,Depozito,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
17940270,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,1,9.Kat,14,Klimalı,Boş,Yabancıdan,Evet,1,,,,,Genel Fiyat,12.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/birlikten-adana-carkipare-de-bulvar-cepheli-kiralik-11-esyasiz-daire-17940270,,,,,,,,,,,,,
17937078,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,185 m²,200 m²,4+1,16-20,1.Kat,9,Kombi Doğalgaz,Mülk Sahibi Oturuyor,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,40.000TL,Adana - Çukurova - Mahfesığmaz Mahallesi,https://www.emlakjet.com/ilan/kenan-evren-blv-yurume-mesafesinde-41cb-turk-hamamli-daire-17937078,6016,4,,,,,,,,,,,
17937146,22 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,11-15,1.Kat,5,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,21.000TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyazevlerde-esyali-kiralik-11-luks-daire-17937146,,,,,,,,,,,,,
17927478,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,130 m²,170 m²,3+1,5-10,6.Kat,13,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,2,Var,2,,,Birim Fiyat,28.000TL,Adana - Seyhan - Aydınlar Mahallesi,https://www.emlakjet.com/ilan/aydinlar-mahallesi-31-kapali-mutfak-dogalgazli-hasarsiz-havuzlu-17927478,11286,4,,,,,,,,,,,
17931029,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,16-20,2.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,10.000TL,Adana - Seyhan - Yenibaraj Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-genis-oturumlu-10-17931029,,,,,,,,,,,,,
17936904,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,85 m²,120 m²,2+1,3,8.Kat,10,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,Var,2,Açık Balkon,1,Genel Fiyat,270.000TL,Adana - Seyhan - Aydınlar Mahallesi,https://www.emlakjet.com/ilan/ova-kiyiboyunda-21-kiralik-daire-17936904,11327,2,Sıfır,Boş,Yok,,,,,,,,
17935460,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,13.Kat,15,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,1,,1,Birim Fiyat,13.100TL,Adana - Sarıçam - Boynuyoğun Mahallesi,https://www.emlakjet.com/ilan/kacmaz-ful-dogalgazli-17935460,110,3,İkinci El,Eşyalı,Yok,Betonarme,500 TL,13100 TL,Hayır,,,,
17928260,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,35 m²,40 m²,1+1,0 (Yeni),8.Kat,8,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/adana-saricam-gultepe-mahallesi-17928260,,,,Eşyalı,Yok,,,,,,,,
17936693,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,115 m²,135 m²,2+1,11-15,2.Kat,13,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,,,,,Genel Fiyat,25.000TL,Adana - Seyhan - Tellidere Mahallesi,https://www.emlakjet.com/ilan/21-cift-banyolu-giyinme-odali-site-icerisinde-7-24-gorevli-17936693,,,,,,,,,,,,,
17935991,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,16-20,2.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,9.000TL,Adana - Seyhan - Sümer Mahallesi,https://www.emlakjet.com/ilan/beyaz-evler-mahallesi-esyali-daire-10-17935991,,,,Eşyalı,,,,,,,,,
17926457,21 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,35 m²,45 m²,Stüdyo,11-15,4.Kat,4,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,9.000TL,Adana - Seyhan - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/seyhan-yesilyurt-duygu-kafeye-yurume-mesafesinde-10-daireler-17926457,,,,Eşyalı,Yok,,,,,,,,
17928533,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,0 (Yeni),2.Kat,3,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,250.000TL,Adana - Çukurova - Beyazevler Mahallesi,https://www.emlakjet.com/ilan/beyazevlerde-sifir-esyali-sifir-daire-balkonlu-1-1-daire-17928533,7363,22,,,,,,,,,,,
17931034,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,Stüdyo,16-20,2.Kat,3,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Birim Fiyat,9.000TL,Adana - Seyhan - Yenibaraj Mahallesi,https://www.emlakjet.com/ilan/baraj-yolu-civari-kiralik-esyali-daire-10-17931034,,,,Eşyalı,,,,,,,,,
17930083,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,140 m²,165 m²,3+1,5-10,1.Kat,12,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,,,,,Genel Fiyat,280.000TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/begovic-bulvarinda-c-banyolu-k-mutfak-genis-oturumlu-31-17930083,,,,,,,,,,,,,
17936394,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,200 m²,220 m²,4+1,5-10,12.Kat,12,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,2,,,,,Genel Fiyat,400.000TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/g-pasada-yuzme-havuzu-sitede-41cift-bkilerli-dogalgazli-17936394,,,,,,,,,,,,,
17929562,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,150 m²,180 m²,4+1,4,9.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,37.000TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/turkmenbasi-bulvari-uzerinde-ultra-lux-g-odali-c-banyolu-41-17929562,10510,15,,,,,,,,,,,
17935255,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,125 m²,155 m²,3+1,16-20,Bahçe Dublex,3,Güneş Enerjisi,Boş,Kat İrtifakı,Hayır,1,,,,,Genel Fiyat,300.000TL,Adana - Seyhan - Gürselpaşa Mahallesi,https://www.emlakjet.com/ilan/gurselpasa-asmaalti-civari-mustakil-ev-bahceli-dublex-daire-31-17935255,1869,2,,,,,,,,,,,
17927962,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,5-10,1.Kat,14,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,27.000TL,Adana - Yüreğir - Kışla Mahallesi,https://www.emlakjet.com/ilan/kisla-toki-de-21-ful-esyali-dogalgazli-kiralik-daire-17927962,11862,8,,,,,750 TL,25000 TL,,,,,
17938427,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,145 m²,155 m²,3+1,16-20,3.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,2,Açık Balkon,2,Genel Fiyat,32.000TL,Adana - Çukurova - Güzelyalı Mahallesi,https://www.emlakjet.com/ilan/turgut-ozal-bulvari-sosyete-pazar-karsisi-dogalgazli-31-daire-17938427,5776,6,İkinci El,Boş,Var,Betonarme,,32000 TL,Hayır,,,,
17931868,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,21 Ve Üzeri,4.Kat,8,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,27.500TL,Adana - Çukurova - Güzelyalı Mahallesi,https://www.emlakjet.com/ilan/adana-cukurova-guzelyali-turgut-ozala-50-metre-hasarsiz-iskanli-dogalgazli-31-k-mutfak-8-4-kat-17931868,,,İkinci El,,Yok,Betonarme,,,,,,,
17930596,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,4+1,11-15,3.Kat,14,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,Var,2,Açık Balkon,3,Genel Fiyat,25.000TL,Adana - Çukurova - Huzurevleri Mahallesi,https://www.emlakjet.com/ilan/huzurevleri-mahallesinde-genis-41-kiralik-daire-17930596,,,İkinci El,Boş,Yok,Betonarme,500 TL,,Evet,,,,
17940565,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,12.Kat,13,Klimalı,Boş,Yabancıdan,Hayır,1,,,,,Genel Fiyat,15.000TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/birlikten-gultepe-de-full-esyali-11-kiralik-daire-klimali-17940565,,,,,,,,,,,,,
17934451,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,90 m²,120 m²,2+1,21 Ve Üzeri,Düz Giriş (Zemin),5,Klimalı,Boş,Yabancıdan,Hayır,1,Var,1,Kapalı Balkon,2,Genel Fiyat,14.000TL,Adana - Çukurova - Toros Mahallesi,https://www.emlakjet.com/ilan/mavi-bulvar-toros-mh-barajyolu-civari-21-kapali-mutfak-uygunn-kacmazz-kiralik-daire-17934451,,,İkinci El,Boş,,Betonarme,,,,,,,
17935100,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,2,2.Kat,10,Klimalı,Boş,Kat Mülkiyeti,Evet,1,Var,1,Açık Balkon,1,Genel Fiyat,14.500TL,Adana - Sarıçam - Gültepe Mahallesi,https://www.emlakjet.com/ilan/sahibinden-esyali-kiralik-11-daire-17935100,856,7,Sıfır,,Yok,,650 TL,14500 TL,,,,,
17933847,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,135 m²,150 m²,3+1,5-10,7.Kat,13,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,2,,,,,Genel Fiyat,27.500TL,Adana - Seyhan - Pınar Mahallesi,https://www.emlakjet.com/ilan/luks-ve-sosyal-donatimi-o-zaman-aradiginiz-daire-bu-17933847,,,,,,,,,,,,,
17936574,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,1,2.Kat,13,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,17.000TL,Adana - Sarıçam - Çarkıpare Mahallesi,https://www.emlakjet.com/ilan/birlik-gyrimenkulden-carkipare-de-11-full-esyali-iskanli-hasarsiz-kacmaz-kiralik-dair-17936574,213,1,,,,,,,,,,,
17940231,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,130 m²,160 m²,3+1,21 Ve Üzeri,1.Kat,4,Klimalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,230.000TL,Adana - Seyhan - Emek Mahallesi,https://www.emlakjet.com/ilan/emek-mahallesinde-ici-yapili-31-kapali-mutfakli-kiralik-daire-17940231,1500,7,,,,,,,,,,,
17793029,09 Ağustos 2025,09 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,Yüksek Giriş,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,13.000TL,Adıyaman - Adıyaman Merkez - Altınşehir Mahallesi,https://www.emlakjet.com/ilan/pusula-gm-den-altinshirde-kiralik-11-apart-daire-17793029,,,,Eşyalı,Yok,,,,,,,,
17936106,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,11-15,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,1,Genel Fiyat,9.000TL,Adıyaman - Adıyaman Merkez - Bahçecik Mahallesi,https://www.emlakjet.com/ilan/bahcecik-toki-de-kiralik-daire-17936106,1701,24,İkinci El,,,Betonarme,,,,,,,
17740448,30 Temmuz 2025,19 Ağustos 2025,Konut,Kiralık,Daire,200 m²,220 m²,4+1,11-15,5.Kat,9,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,18.000TL,Adıyaman - Adıyaman Merkez - Sümerevler Mahallesi,https://www.emlakjet.com/ilan/sumerler-mahallesi-nde-kiralik-41-daire-17740448,,,,Boş,Yok,,,18000 TL,,,,,
17861933,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,90 m²,105 m²,3+1,0 (Yeni),4.Kat,6,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,12.000TL,Adıyaman - Adıyaman Merkez - Zey Köyü (Maltepe Mahallesi),https://www.emlakjet.com/ilan/indere-kiralik-31-17861933,,,,Boş,Yok,,,,,,,,
17830170,11 Ağustos 2025,14 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+0,5-10,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.000TL,Adıyaman - Adıyaman Merkez - Siteler Mahallesi,https://www.emlakjet.com/ilan/arstu-gayrimenkul-selma-dan-kiralik-daire-17830170,,,,Eşyalı,Yok,,,,,,,,
16924808,01 Mart 2025,19 Ağustos 2025,Konut,Kiralık,Daire,180 m²,200 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,Arsa Tapulu,Hayır,2,Var,2,Açık Balkon,1,Genel Fiyat,17.000TL,Adıyaman - Adıyaman Merkez - Fatih Mahallesi,https://www.emlakjet.com/ilan/2-cevre-yolu-hz-ali-camii-civari-31-200m-kesinlikle-emlakcilar-aramasin-16924808,3694,3,İkinci El,Boş,Yok,Betonarme,0 TL,17000 TL,Evet,10 m²,30 m²,,3 m²
17736814,30 Temmuz 2025,31 Temmuz 2025,Konut,Kiralık,Daire,220 m²,240 m²,4+1,5-10,2.Kat,6,Kombi Doğalgaz,Boş,Müstakil Tapulu,Hayır,2,,,,,Genel Fiyat,26.000TL,Adıyaman - Adıyaman Merkez - Barbaros Hayrettin Mahallesi,https://www.emlakjet.com/ilan/anyapi-emlaktan-merve-kent-de-kiralik-240mt2-41-daire-17736814,,,,Boş,Yok,,,,,,,,
17654054,14 Temmuz 2025,14 Temmuz 2025,Konut,Kiralık,Daire,90 m²,110 m²,3+1,0 (Yeni),4.Kat,5,Merkezi Doğalgaz,Boş,Tapu Kaydı Yok,Evet,1,,,,,Genel Fiyat,14.000TL,Adıyaman - Adıyaman Merkez - Zey Köyü,https://www.emlakjet.com/ilan/arstu-gayrimenkul-furkan-dan-indere-tokide-kiralik-31-daire-17654054,,,,Boş,Yok,,,,,,,,
17861935,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,85 m²,105 m²,3+1,0 (Yeni),4.Kat,5,Kombi Doğalgaz,Boş,Tapu Kaydı Yok,Hayır,1,,,,,Genel Fiyat,13.500TL,Adıyaman - Adıyaman Merkez - Zey Köyü (Maltepe Mahallesi),https://www.emlakjet.com/ilan/an-yapi-emlaktan-indere-toki-de-kiralik-31-ara-kat-17861935,,,,Boş,Yok,,,,,,,,
17889322,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,115 m²,130 m²,3+1,11-15,2.Kat,4,Jeotermal,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,23.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/premium-dan-selcuklu-da-kiralik-31-afjetli-daire-17889322,,,,Boş,Yok,,,,,,,,
17901281,17 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,65 m²,70 m²,2+1,0 (Yeni),1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,22.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/devlet-hastanesi-yakini-ankastreli-luks-esyali-21-daire-17901281,,,,Eşyalı,Yok,,,,,,,,
17877690,14 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,165 m²,170 m²,4+1,0 (Yeni),4.Kat,12,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,38.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Dörtyol Mahallesi,https://www.emlakjet.com/ilan/saglam-emlaktan-hastane-yakini-kiralik-luks-41daire-17877690,,,,Boş,Yok,,,,,,,,
17883558,15 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+0,5-10,1.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/sahibinden-erenler-cekirdek-kafe-karsisinda-20-on-cephedaire-17883558,119,3,,,,,200 TL,11500 TL,,,,,
17877691,14 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,4,4.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,16.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Selçuklu Mahallesi,https://www.emlakjet.com/ilan/saglam-emlaktan-hastane-arkasinda-kiralik-11daire-17877691,,,,Eşyalı,Yok,,,,,,,,
17866684,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,11.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Mareşal Fevzi Çakmak Mahallesi,https://www.emlakjet.com/ilan/aktif-emlak-tan-m-f-c-mah-kiralik-daire-17866684,,,,Boş,Yok,,,,,,,,
17906661,18 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,45 m²,50 m²,2+0,5-10,4.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/yagiz-oglu-emlak-guvencesi-ile-kiralik-20-on-cephe-17906661,,,,Eşyalı,Yok,,,,,,,,
17882398,15 Ağustos 2025,15 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,2+0,11-15,3.Kat,5,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,11.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-de-kampus-karsisi-kiralik-20-daire-17882398,,,,Eşyalı,Yok,,,,,,,,
17866683,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,90 m²,95 m²,2+1,16-20,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,13.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Eşrefpaşa Mahallesi,https://www.emlakjet.com/ilan/aktif-emlak-tan-esrefpasada-kiralik-21-daire-17866683,,,,Boş,Yok,,,,,,,,
17901581,17 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,55 m²,58 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,Kat İrtifakı,Hayır,1,,,,,Genel Fiyat,13.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/erenler-bolgesi-universite-karsisi-merkezi-konumda-21-kiralik-daire-17901581,175,5,,,,,,,,,,,
17855735,13 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,65 m²,75 m²,2+1,0 (Yeni),1.Kat,6,Yerden Isıtma,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,25.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Ali Çetinkaya Mahallesi,https://www.emlakjet.com/ilan/eski-stadyum-bolgesinde-ultra-lux-21-kiralik-daire-17855735,,,,Boş,Yok,,,,,,,,
17855728,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,6,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,18.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/premium-dan-kurtulus-cd-kiralik-31-daire-17855728,,,,Boş,Yok,,,,,,,,
17910569,18 Ağustos 2025,18 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,16-20,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Evet,1,,,,,Genel Fiyat,16.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Gazi Mahallesi,https://www.emlakjet.com/ilan/gazi-mahallesinde-omur-sitesinde-kiralik-daire-17910569,868,1052,,,,,,,,,,,
17869564,14 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,100 m²,110 m²,3+1,21 Ve Üzeri,3.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Fatih Mahallesi,https://www.emlakjet.com/ilan/fatih-mh-3-1-100-m2-net-full-esyali-daire-kiraliktir-17869564,,,,Eşyalı,Yok,,,,,,,,
17901277,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,0 (Yeni),2.Kat,4,Yerden Isıtma,Boş,Kat İrtifakı,Hayır,1,,,,,Genel Fiyat,16.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Derviş Paşa Mahallesi,https://www.emlakjet.com/ilan/park-afyon-emlak-dervispasa-sifir-11-esyali-alttan-isinma-daire-17901277,,,,Eşyalı,Yok,,,,,,,,
17914488,19 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Var,2,Açık Balkon,2,Genel Fiyat,8.500TL,Afyonkarahisar - Bolvadin - Lala Sinan Paşa Mahallesi,https://www.emlakjet.com/ilan/yaman-dan-bolvadin-carsi-merkezde-kiralik-21-daire-17914488,282,59,İkinci El,Boş,,Betonarme,,,Evet,,,,
17901279,17 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,120 m²,125 m²,3+1,11-15,1.Kat,5,Merkezi (Pay Ölçer),Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,15.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Cumhuriyet Mahallesi,https://www.emlakjet.com/ilan/merkez-de-ambaryolu-cad-yakin-mantalomali-asansorlu-31-17901279,,,,Boş,Yok,,,,,,,,
17898990,17 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,1.Kat,4,Merkezi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,Yok,,,,Genel Fiyat,10.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/universite-karsisi-yakit-dahil-11-esyali-kiralik-daire-17898990,175,3,,Eşyalı,Yok,,,,,,,,
17855732,13 Ağustos 2025,17 Ağustos 2025,Konut,Kiralık,Daire,145 m²,160 m²,4+1,11-15,2.Kat,3,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,36.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Güvenevler Mahallesi,https://www.emlakjet.com/ilan/premium-dan-guvenevlerde-41-kiralik-daire-17855732,,,,Boş,Yok,,,,,,,,
17915419,19 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,116 m²,130 m²,3+1,5-10,Düz Giriş (Zemin),4,Jeotermal,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,22.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Erkmen Bld. (Fevzi Çakmak Mahallesi),https://www.emlakjet.com/ilan/afyon-erkmen-toki-cinar-evleri-31-afjet-ve-dogal-gazli-kiralik-17915419,,,,Boş,Yok,,,,,,,,
17889335,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,40 m²,45 m²,2+0,5-10,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,12.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Erenler Mahallesi,https://www.emlakjet.com/ilan/premium-dan-erenler-de-full-esyali-kiralik-20-daire-17889335,,,,Eşyalı,Yok,,,,,,,,
17879813,15 Ağustos 2025,19 Ağustos 2025,Konut,Kiralık,Daire,100 m²,105 m²,2+1,16-20,1.Kat,3,Sobalı,Boş,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,6.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Demirçevre Mahallesi,https://www.emlakjet.com/ilan/demircevre-inaz-kiralik-sobali-daire-21-17879813,,,,Boş,Yok,,,,,,,,
17889062,16 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,5-10,2.Kat,4,Kombi Doğalgaz,Kiracı Oturuyor,Kat Mülkiyeti,Hayır,1,,,,,Genel Fiyat,17.000TL,Afyonkarahisar - Afyonkarahisar Merkez - Kasımpaşa Mahallesi,https://www.emlakjet.com/ilan/altinyildiz-emlaktan-maliye-kavsaginda-kiralik-11-17889062,,,,Eşyalı,Yok,,,,,,,,
17889339,16 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,Kat Mülkiyeti,Hayır,2,,,,,Genel Fiyat,16.500TL,Afyonkarahisar - Afyonkarahisar Merkez - Gazi Mahallesi,https://www.emlakjet.com/ilan/premium-dan-harbiste-kiralik-daire-17889339,,,,Boş,Yok,,,,,,,,
