İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Takas,Banyo Sayısı,Fiyat Durumu,fiyat,konum,URL,Depozito,Ada,Parsel,Eşya Durumu,Balkon Durumu,Balkon Sayısı,WC Sayısı,Görüntülü Gezilebilir mi?,Balkon Tipi,Salon Metrekare,WC Metrekare,Banyo Metrekare,Balkon Metrekare
17557089,27 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,0 (Yeni),3.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,,1,Genel Fiyat,24.000TL,Antalya - Alanya - Saray Mahallesi,https://www.emlakjet.com/ilan/alanya-merkez-cleopatrada-kiralik-21-denize-700-metre-daireler-17557089,25000 TL,764,5,,,,,,,,,,
17566818,30 Haziran 2025,19 Ağustos 2025,Konut,Kiralık,Daire,215 m²,240 m²,4+2,0 (Yeni),Bahçe Dublex,5,Klimalı,Boş,,,750 TL,Kooperatiften Tapu,Hayır,,3,Genel Fiyat,40.000TL,Antalya - Alanya - Büyükhasbahçe Mahallesi,https://www.emlakjet.com/ilan/buyuk-hasbahce-mahallesi-nde-kiralik-42-sifir-bahce-dubleksi-daire-17566818,40000 TL,,,,,,,,,,,,
17553312,27 Haziran 2025,03 Temmuz 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,4.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,40.000TL,Antalya - Kemer - Merkez Mahallesi,https://www.emlakjet.com/ilan/kemerde-saracoglu-sitesinde-denize-sifir-esyali-21-17553312,,,,Eşyalı,,,,,,,,,
17560793,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,0 (Yeni),2.Kat,4,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,13.000TL,Antalya - Döşemealtı - Yeniköy Mahallesi,https://www.emlakjet.com/ilan/dosemealti-kiralik-11-daire-hastahane-yakini-17560793,,702,11,,,,,,,,,,
17555960,27 Haziran 2025,17 Ağustos 2025,Konut,Kiralık,Daire,145 m²,150 m²,3+1,11-15,10.Kat,15,Klimalı,Boş,,,,Kat İrtifakı,Hayır,,1,Genel Fiyat,22.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/antalya-aksu-altintas-ta-turizm-y0lu-uzeri-31-145m-kiralik-daire-17555960,,15386,4,,,,,,,,,,
17549306,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,70 m²,150 m²,2+1,2,3.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,Yok,2,Genel Fiyat,40.000TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintas-tk77-de-mustakil-terasli-havuz-cepheli-daire-17549306,,,,Boş,,,,,,,,,
17567732,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,125 m²,148 m²,3+1,5-10,4.Kat,4,Kombi Doğalgaz,Boş,,,,Yabancıdan,Hayır,Yok,2,Genel Fiyat,25.000TL,Antalya - Serik - Merkez Mahallesi,https://www.emlakjet.com/ilan/serik-te-31-cam-balkonlu-ici-yapili-dogalgazli-bos-daire-17567732,,,,Boş,,,,,,,,,
17551612,26 Haziran 2025,09 Temmuz 2025,Konut,Kiralık,Daire,120 m²,130 m²,2+1,16-20,2.Kat,4,Isıtma Yok,Boş,,,,Yabancıdan,Hayır,Yok,1,Genel Fiyat,12.000TL,Antalya - Alanya - Çıplaklı Mahallesi,https://www.emlakjet.com/ilan/alanya-ciplakli-mahallesi-21-kiralik-17551612,,,,Boş,,,,,,,,,
17556987,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,100 m²,105 m²,2+1,0 (Yeni),2.Kat,3,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,24.000TL,Antalya - Manavgat - Sarılar Mahallesi,https://www.emlakjet.com/ilan/sarilarda-site-icinde-kiralik-21-sifir-asansorlu-havuzlu-daire-17556987,,,,Boş,,,,,,,,,
17549310,26 Haziran 2025,01 Temmuz 2025,Konut,Kiralık,Daire,120 m²,135 m²,3+1,5-10,1.Kat,2,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,42.000TL,Antalya - Kepez - Altınova Orta Mahallesi,https://www.emlakjet.com/ilan/altinova-orta-mh-site-icerisinde-31-kiralik-daire-17549310,,,,Boş,,,,,,,,,
17567734,30 Haziran 2025,21 Ağustos 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,4,2.Kat,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,28.500TL,Antalya - Serik - Belek Mahallesi,https://www.emlakjet.com/ilan/belek-merkezde-kiralik-ara-kat-21-esyali-daire-17567734,,1160,19,Eşyalı,,,,,,,,,
17560652,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,21 Ve Üzeri,1.Kat,5,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Antalya - Alanya - Saray Mahallesi,https://www.emlakjet.com/ilan/alanya-saray-mah-kiralik-11-daire-17560652,15000 TL,380,178,Boş,Var,,,,,,,,
17567452,30 Haziran 2025,21 Ağustos 2025,Konut,Kiralık,Daire,220 m²,270 m²,5+1,16-20,3.Kat,3,Isıtma Yok,Boş,,,300 TL,Kat İrtifakı,Hayır,,2,Genel Fiyat,40.000TL,Antalya - Konyaaltı - Toros Mahallesi,https://www.emlakjet.com/ilan/antalya-konyaalti-toros-mahallesinde-merkezi-konumda-genis-terasli-kiralik-51-dubleks-daire-17567452,40000 TL,4136,7,Boş,Var,3,2,Evet,"Açık Balkon, Açık Teras",,,,
17554761,27 Haziran 2025,27 Haziran 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,0 (Yeni),7.Kat,8,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,27.500TL,Antalya - Aksu - Altıntaş Mahallesi,https://www.emlakjet.com/ilan/altintasta-ferah-21-kiralik-daire-iskan-aboneler-ve-fiber-hazir-17554761,,,,Boş,,,,,,,,,
17567371,30 Haziran 2025,30 Haziran 2025,Konut,Kiralık,Daire,190 m²,210 m²,4+1,5-10,3.Kat,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,,2,Genel Fiyat,40.000TL,Antalya - Serik - Belek Mahallesi,https://www.emlakjet.com/ilan/41-dubleks-daire-11-kisi-kapasiteli-personel-lojmanina-uygun-17567371,,1155,10,,,,,,,,,,
17549341,26 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,0 (Yeni),3.Kat,5,Yerden Isıtma,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,25.000TL,Antalya - Kepez - Göksu Mahallesi,https://www.emlakjet.com/ilan/havalimani-yakini-luks-konsept-11-esyali-kiralik-daire-17549341,,,,Eşyalı,,,,,,,,,
17557977,28 Haziran 2025,28 Haziran 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,0 (Yeni),1.Kat,3,Klimalı,Boş,,,,Yabancıdan,Hayır,Yok,1,Genel Fiyat,18.500TL,Antalya - Manavgat - Ilıca Mahallesi,https://www.emlakjet.com/ilan/ilica-da-kiralik-sifir-daire-17557977,,,,Boş,,,,,,,,,
17561542,28 Haziran 2025,30 Temmuz 2025,Konut,Kiralık,Daire,55 m²,65 m²,2+1,11-15,Yüksek Giriş,7,Klimalı,Boş,İkinci El,,3000 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,30.000TL,Antalya - Konyaaltı - Arapsuyu Mahallesi,https://www.emlakjet.com/ilan/arapsuyu-nda-denize-300-m-mesafede-21-kiralik-daire-17561542,30000 TL,,,Boş,,,,,,,,,
17528913,22 Haziran 2025,22 Haziran 2025,Konut,Kiralık,Daire,37 m²,43 m²,1+1,0 (Yeni),Yüksek Giriş,6,Klimalı,Boş,,,2500 TL,Kat İrtifakı,Evet,,1,Genel Fiyat,21.000TL,Antalya - Kepez - Aydoğmuş Mahallesi,https://www.emlakjet.com/ilan/esyali-otel-konsepti-havuzlu-kiralik-11-daire-sanal-tur-17528913,21000 TL,27527,17,Eşyalı,Yok,,,Evet,,,,,
17527928,22 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,21 Ve Üzeri,3.Kat,4,Sobalı,Boş,İkinci El,Betonarme,,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,12.000TL,Antalya - Elmalı - Karyağdı Mahallesi,https://www.emlakjet.com/ilan/antalya-elmali-merkezde-cadde-uzerinde-31-az-esyali-sobali-kiralik-daire-17527928,,,,Eşyalı,,,,,,,,,
17543995,25 Haziran 2025,24 Temmuz 2025,Konut,Kiralık,Daire,100 m²,110 m²,2+1,4,Yüksek Giriş,3,Isıtma Yok,Boş,İkinci El,Betonarme,250 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Kepez - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/yesilyurtta-univ-yakin-esyali-21-ayri-mutfak-kiralik-17543995,20000 TL,2368,4,Boş,Var,1,2,,Açık Balkon,,,10 m²,10 m²
17527927,22 Haziran 2025,26 Haziran 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,16-20,1.Kat,3,Klimalı,Boş,İkinci El,Betonarme,,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,10.500TL,Antalya - Elmalı - Camiatik Mahallesi,https://www.emlakjet.com/ilan/antalya-elmali-belediyesi-yaninda-21-85m2-kiralik-daire-17527927,,,,,,,,,,,,,
17530209,23 Haziran 2025,11 Ağustos 2025,Konut,Kiralık,Daire,100 m²,130 m²,2+1,16-20,1.Kat,5,Klimalı,Boş,,,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,16.000TL,Antalya - Alanya - Oba Mahallesi,https://www.emlakjet.com/ilan/denize-sifir-kiralik-31-130-m2-daire-17530209,,,,,,,,,,,,,
17539056,24 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,83 m²,90 m²,2+1,0 (Yeni),1.Kat,5,Klimalı,Boş,,,,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,15.000TL,Antalya - Alanya - Demirtaş Mahallesi,https://www.emlakjet.com/ilan/demirtas-mah-kiralik-sifir-21-daire-17539056,,,,,,,,,,,,,
17532099,23 Haziran 2025,31 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,4.Kat,4,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.000TL,Antalya - Kepez - Kültür Mahallesi,https://www.emlakjet.com/ilan/kulturde-1-kat-asansorlu-esyali-11-17532099,,,,Eşyalı,,,,,,,,,
17537215,24 Haziran 2025,20 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,3.Kat,4,Yerden Isıtma,Boş,İkinci El,,400 TL,Kat Mülkiyeti,Hayır,Yok,2,Birim Fiyat,45.000TL,Antalya - Muratpaşa - Meydankavağı Mahallesi,https://www.emlakjet.com/ilan/meydankavagi-kiralik-17537215,55000 TL,8447,9,Eşyalı,Var,4 +,2,Evet,Fransız Balkon,,,,
17538282,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,5-10,3.Kat,5,Klimalı,Boş,,,,Yabancıdan,Hayır,,1,Genel Fiyat,35.000TL,Antalya - Konyaaltı - Liman Mahallesi,https://www.emlakjet.com/ilan/konyaalti-liman-mahallesi-21-havuzlu-sifir-esyali-daire-17538282,,,,,,,,,,,,,
17546311,25 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,0 (Yeni),5.Kat,6,Klimalı,Boş,Sıfır,,,Yabancıdan,Hayır,,1,Genel Fiyat,15.250TL,Antalya - Finike - Kum Mahallesi,https://www.emlakjet.com/ilan/denize-yakin-havuzlu-site-ici-11-luks-sifir-kiralik-daire-17546311,15500 TL,,,Boş,Var,1,1,Evet,,,,,
17534631,23 Haziran 2025,31 Temmuz 2025,Konut,Kiralık,Daire,100 m²,115 m²,2+1,11-15,1.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Hayır,,1,Genel Fiyat,20.000TL,Antalya - Alanya - Cikcilli Mahallesi,https://www.emlakjet.com/ilan/alanya-merkezde-2-oda-1-salon-ayri-mutfakli-kiralik-daire-17534631,,501,2,Boş,Var,3,2,Evet,Açık Balkon,,,,
17533882,23 Haziran 2025,08 Ağustos 2025,Konut,Kiralık,Daire,140 m²,150 m²,3+1,21 Ve Üzeri,Kot 4 (-4).Kat,5,Isıtma Yok,Boş,,,,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,18.000TL,Antalya - Muratpaşa - Güvenlik Mahallesi,https://www.emlakjet.com/ilan/antalya-muratpasa-guvenlikte-kiralik-31-daire-17533882,,1424,9,Boş,,,1,,,,,,
17528189,22 Haziran 2025,22 Haziran 2025,Konut,Kiralık,Daire,125 m²,135 m²,2+1,2,4.Kat,6,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,2,Genel Fiyat,45.000TL,Antalya - Finike - Kum Mahallesi,https://www.emlakjet.com/ilan/finike-de-havuzlu-site-ici-esyali-kiralik-daire-ref526-17528189,,,,Eşyalı,,,,,,,,,
17532105,23 Haziran 2025,31 Temmuz 2025,Konut,Kiralık,Daire,170 m²,180 m²,5+1,5-10,2.Kat,2,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,Yok,2,Genel Fiyat,29.000TL,Antalya - Kepez - Fabrikalar Mahallesi,https://www.emlakjet.com/ilan/fabrikalarda-asat-in-dibi-genis-dublex-denize-ulasim-mesafesinde-17532105,,,,Boş,,,,,,,,,
17545160,25 Haziran 2025,25 Haziran 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,21 Ve Üzeri,4.Kat,10,Isıtma Yok,Boş,İkinci El,Betonarme,1600 TL,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,45.000TL,Antalya - Muratpaşa - Yeşilbahçe Mahallesi,https://www.emlakjet.com/ilan/cagri-emlak-tan-metropol-carsi-kavsaginda-deniz-goren-31-daire-17545160,90000 TL,5575,3,Boş,Var,3,2,Hayır,Açık Balkon,,,,
17531285,23 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,11-15,Çatı Dubleks,5,Klimalı,Boş,İkinci El,Betonarme,,Kat İrtifakı,Hayır,,3,Genel Fiyat,30.000TL,Antalya - Alanya - Oba Mahallesi,https://www.emlakjet.com/ilan/obagol-de-havuzlu-site-icerisinde-31-full-esyali-kiralik-dubleks-17531285,,,2478,Eşyalı,Var,2,3,Evet,Açık Balkon,,,,
17540373,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,45 m²,55 m²,1+1,0 (Yeni),1.Kat,3,Klimalı,Boş,,,,Yabancıdan,Hayır,Yok,1,Genel Fiyat,17.500TL,Antalya - Manavgat - Ilıca Mahallesi,https://www.emlakjet.com/ilan/ilica-da-kiralik-sifir-daire-17540373,,,,Boş,,,,,,,,,
17527277,22 Haziran 2025,22 Haziran 2025,Konut,Kiralık,Daire,37 m²,43 m²,1+1,0 (Yeni),Bahçe Katı,6,Klimalı,Boş,,,2500 TL,Kat İrtifakı,Evet,,1,Genel Fiyat,19.000TL,Antalya - Kepez - Aydoğmuş Mahallesi,https://www.emlakjet.com/ilan/esyali-otel-konsepti-havuzlu-kiralik-11-daire-sanal-tur-17527277,19000 TL,1284,8,Eşyalı,Yok,,,,,,,4 m²,
17532211,23 Haziran 2025,22 Ağustos 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,Villa Tipi,2,Klimalı,Boş,,,1500 TL,Kat İrtifakı,Evet,,1,Genel Fiyat,20.000TL,Antalya - Manavgat - Kızılağaç Mahallesi,https://www.emlakjet.com/ilan/kizilagac-da-denize-250-mt-kiralik-havuzlu-dubleks-17532211,20000 TL,244,4,,Var,4 +,1,,,,,,
17545367,25 Haziran 2025,14 Ağustos 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,2.Kat,3,Klimalı,Boş,,,250 TL,Yabancıdan,Hayır,,1,Genel Fiyat,25.000TL,Antalya - Serik - Belek Mahallesi,https://www.emlakjet.com/ilan/antalya-serik-belek-merkezde-21-lux-esyali-daire-17545367,50000 TL,,,,,,,,,,,,
17534154,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,0 (Yeni),4.Kat,5,Yerden Isıtma,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,21.000TL,Antalya - Kepez - Göksu Mahallesi,https://www.emlakjet.com/ilan/havalimani-yakini-luks-konsept-11-esyasiz-kiralik-daire-17534154,,,,Boş,,,,,,,,,
17535538,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,5-10,Düz Giriş (Zemin),3,Isıtma Yok,Boş,İkinci El,Betonarme,,Kat İrtifakı,Hayır,,1,Genel Fiyat,16.000TL,Antalya - Kepez - Yeni Doğan Mahallesi,https://www.emlakjet.com/ilan/a-k-mutludan-yenidoganda-11-esyasiz-balkonlu-giris-daire-17535538,16000 TL,7001,4,Boş,Var,1,1,Hayır,Açık Balkon,,,,
17540381,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,2.Kat,4,Klimalı,Boş,,,,Yabancıdan,Hayır,Yok,1,Genel Fiyat,16.500TL,Antalya - Manavgat - Ilıca Mahallesi,https://www.emlakjet.com/ilan/ilica-da-kiralik-daire-17540381,,,,Boş,,,,,,,,,
17540378,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,200 m²,220 m²,4+1,11-15,3.Kat,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,17.500TL,Antalya - Manavgat - Çenger Mahallesi,https://www.emlakjet.com/ilan/cenger-de-denize-yurume-mesafesinde-kiralik-daire-17540378,,,,,,,,,,,,,
17543567,25 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,130 m²,3+1,21 Ve Üzeri,4.Kat,7,Isıtma Yok,Boş,,,200 TL,Kat İrtifakı,Hayır,,1,Genel Fiyat,29.000TL,Antalya - Muratpaşa - Altındağ Mahallesi,https://www.emlakjet.com/ilan/y-yil-uzerinde-kose-kiralik-ofis-17543567,29000 TL,2817,2,,Var,2,,,Açık Balkon,,,6 m²,10 m²
17534159,23 Haziran 2025,23 Haziran 2025,Konut,Kiralık,Daire,70 m²,80 m²,2+1,11-15,2.Kat,4,Klimalı,Boş,,,,Kat İrtifakı,Evet,Yok,1,Genel Fiyat,27.000TL,Antalya - Konyaaltı - Molla Yusuf Mahallesi,https://www.emlakjet.com/ilan/mollayusuf-riverside-1-sitesinde-kiralik-21-ara-kat-daire-17534159,,,,Boş,,,,,,,,,
17540247,24 Haziran 2025,24 Haziran 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,0 (Yeni),2.Kat,3,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Döşemealtı - Çıplaklı Mahallesi,https://www.emlakjet.com/ilan/bilim-universitesine-yakin-esyali-kiralik-11-daire-17540247,,,,Eşyalı,,,,,,,,,
17533169,23 Haziran 2025,23 Ağustos 2025,Konut,Kiralık,Daire,96 m²,100 m²,2+1,5-10,2.Kat,4,Klimalı,Boş,İkinci El,Betonarme,,Yabancıdan,Hayır,Yok,1,Genel Fiyat,28.000TL,Antalya - Konyaaltı - Hurma Mahallesi,https://www.emlakjet.com/ilan/hurma-merkezi-konumda-full-esyali-tek-blok-havuzlu-21-17533169,,,,Eşyalı,Var,1,1,Evet,Açık Balkon,,,,
17532096,23 Haziran 2025,31 Temmuz 2025,Konut,Kiralık,Daire,55 m²,60 m²,1+1,5-10,Yüksek Giriş,3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,16.000TL,Antalya - Kepez - Yeşilyurt Mahallesi,https://www.emlakjet.com/ilan/yesilyurt-mahallesi-nde-11-full-esyali-kiralik-daire-17532096,,,,Eşyalı,,,,,,,,,
17532097,23 Haziran 2025,31 Temmuz 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,11-15,Düz Giriş (Zemin),3,Klimalı,Boş,,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,20.000TL,Antalya - Kepez - Gülveren Mahallesi,https://www.emlakjet.com/ilan/gulveren-mahallesi-nde-21-full-esyali-kiralik-17532097,,,,Eşyalı,,,,,,,,,
17923186,20 Ağustos 2025,20 Ağustos 2025,Konut,Kiralık,Daire,160 m²,165 m²,3+1,5-10,2.Kat,6,Kombi Doğalgaz,Kiracı Oturuyor,,,200 TL,Arsa Tapulu,Hayır,,1,Birim Fiyat,15.000TL,Ardahan - Ardahan Merkez - Karagöl Mahallesi,https://www.emlakjet.com/ilan/ardahan-kiralik-daire-17923186,15000 TL,455,2,,Var,1,1,Evet,,,,,
17938393,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,125 m²,130 m²,3+1,21 Ve Üzeri,Düz Giriş (Zemin),2,Kombi Doğalgaz,Boş,İkinci El,Betonarme,0 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,10.000TL,Ardahan - Ardahan Merkez - Karagöl Mahallesi,https://www.emlakjet.com/ilan/kiralik-daire-17938393,,439,7,,Yok,,1,Evet,,,,,
17709654,24 Temmuz 2025,26 Temmuz 2025,Konut,Kiralık,Daire,100 m²,120 m²,2+1,3,4.Kat,4,Kombi Doğalgaz,Boş,Sıfır,Betonarme,350 TL,Kat Mülkiyeti,Hayır,Yok,1,Genel Fiyat,18.500TL,Ardahan - Göle - Kubilay Bey Mahallesi,https://www.emlakjet.com/ilan/sahibinden-kiralik-21-17709654,27000 TL,168,19,Eşyalı,Var,2,2,Hayır,Açık Balkon,20 m²,5 m²,15 m²,15 m²
17696307,22 Temmuz 2025,22 Temmuz 2025,Konut,Kiralık,Daire,130 m²,140 m²,3+1,16-20,2.Kat,6,Merkezi Kömür,Boş,,,1000 TL,Kat Mülkiyeti,Hayır,,1,Genel Fiyat,15.000TL,Artvin - Hopa - Ortahopa Mahallesi,https://www.emlakjet.com/ilan/31-kiralik-kaloriferli-daire-17696307,,367,24,Boş,Var,1,,,Açık Balkon,,,,
17941537,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,9.Kat,9,Kombi Doğalgaz,Boş,İkinci El,Betonarme,700 TL,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Aydın - Nazilli - Yıldıztepe Mahallesi,https://www.emlakjet.com/ilan/dogalgazli-kiralik-daire-17941537,13000 TL,1731,7,Boş,Var,2,2,,Açık Balkon,,,,6 m²
17936766,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,40 m²,50 m²,1+1,5-10,2.Kat,5,Kombi Doğalgaz,Boş,İkinci El,,,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,15.000TL,Aydın - Söke - Yenikent Mahallesi,https://www.emlakjet.com/ilan/soke-yenikent-mh-kiralik-bir-kisim-esyali-11-daire-17936766,,,,Eşyalı,,,,,,,,,
17940925,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,11-15,4.Kat,9,Kombi Doğalgaz,Boş,İkinci El,Betonarme,700 TL,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,14.000TL,Aydın - Nazilli - Yıldıztepe Mahallesi,https://www.emlakjet.com/ilan/31-dogalgazli-site-icerisinde-kiralik-daire-17940925,14000 TL,1731,7,Boş,Var,2,2,,Açık Balkon,,,,6 m²
17936275,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,50 m²,55 m²,1+1,4,3.Kat,3,Klimalı,Boş,,,,Tapu Kaydı Yok,Hayır,,1,Genel Fiyat,13.500TL,Aydın - Nazilli - Aydoğdu Mahallesi,https://www.emlakjet.com/ilan/aydogdu-mah-esyali-kiralik-11-daire-17936275,,,,Eşyalı,Yok,,,,,,,,
17937733,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,150 m²,165 m²,3+1,5-10,5.Kat,6,Kombi Doğalgaz,Boş,İkinci El,Betonarme,1300 TL,Kat İrtifakı,Evet,,2,Genel Fiyat,30.000TL,Aydın - Nazilli - Zafer Mahallesi,https://www.emlakjet.com/ilan/miray-emlaktan-nazilli-zafer-mahallesinde-dogalgazli-kiralik-31-daire-17937733,30000 TL,2014,1,Boş,Var,2,3,Evet,,,,,
17936730,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,140 m²,1+1,5-10,3.Kat,3,Klimalı,Boş,,,,Müstakil Tapulu,Hayır,Yok,1,Genel Fiyat,24.000TL,Aydın - Didim - Yeni Mahallesi,https://www.emlakjet.com/ilan/altinkum-da-plaja-denize-yakin-cift-terasli-manzarali-esyali-17936730,,2536,2,Eşyalı,,,,,,,,,
17936149,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,160 m²,175 m²,3+1,5-10,Yüksek Giriş,3,Kombi Doğalgaz,Boş,,,200 TL,Tapu Kaydı Yok,Hayır,,2,Genel Fiyat,22.000TL,Aydın - Nazilli - Yıldıztepe Mahallesi,https://www.emlakjet.com/ilan/mesken-emlaktan-yildiztepe-mah-31-dogalgazli-kiralik-daire-17936149,22000 TL,,,,Var,2,,,Açık Balkon,,,,
17935648,22 Ağustos 2025,22 Ağustos 2025,Konut,Kiralık,Daire,80 m²,100 m²,2+1,5-10,2.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,250 TL,Kat İrtifakı,Hayır,Yok,1,Genel Fiyat,23.000TL,Aydın - Nazilli - Karaçay Mahallesi,https://www.emlakjet.com/ilan/carsi-merkezde-dogalgazli-21-kiralik-genis-daire-17935648,,1178,221,Boş,Var,2,1,Evet,Açık Balkon,,,,
17941452,23 Ağustos 2025,23 Ağustos 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,5-10,Kot 3 (-3).Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,1,Genel Fiyat,38.000TL,Aydın - Kuşadası - Değirmendere Mahallesi,https://www.emlakjet.com/ilan/kusadasi-degirmendere-de-21-deniz-manzarali-kiralik-daire-17941452,,2438,1,,,,,,,,,,
17928692,21 Ağustos 2025,21 Ağustos 2025,Konut,Kiralık,Daire,115 m²,120 m²,3+1,21 Ve Üzeri,1.Kat,3,Klimalı,Boş,,,,Tapu Kaydı Yok,Evet,,1,Genel Fiyat,13.000TL,Aydın - Nazilli - Yeşil Mahallesi,https://www.emlakjet.com/ilan/yesilmahallede-kiralik-31-daire-17928692,,,,,Var,,,,,,,,
